JN202305170049_DeltaP,,JN202305170050_DeltaP,,JN202305170051_DeltaP,,JN202305170052_DeltaP,,JN202305170053_DeltaP,,JN202305170054_DeltaP,,JN202305170055_DeltaP,,JN202305170056_DeltaP,,JN202305170057_DeltaP,,JN202305170058_DeltaP,,JN202305170059_DeltaP,
2.32e-07,0.0046327463,2.32e-07,0.0048629483,2.32e-07,0.004952882,2.32e-07,0.0049589234,2.32e-07,0.0051142639,2.32e-07,0.0052513666,2.32e-07,0.0052384967,2.32e-07,0.0053545362,2.32e-07,0.005086483,2.32e-07,0.005200577,2.32e-07,0.0046912809
2.34e-07,0.0045850747,2.34e-07,0.0048607658,2.34e-07,0.0049009351,2.34e-07,0.0049167406,2.34e-07,0.0051722326,2.34e-07,0.0052325525,2.34e-07,0.0051901918,2.34e-07,0.0053672544,2.34e-07,0.0049609952,2.34e-07,0.0053529469,2.34e-07,0.0047057807
2.36e-07,0.0045693074,2.36e-07,0.0049031065,2.36e-07,0.0048409123,2.36e-07,0.0049163331,2.36e-07,0.0051542409,2.36e-07,0.0053278375,2.36e-07,0.0052377316,2.36e-07,0.0053281356,2.36e-07,0.0049550957,2.36e-07,0.0053648213,2.36e-07,0.0046996404
2.38e-07,0.0045274841,2.38e-07,0.0048660915,2.38e-07,0.0049035535,2.38e-07,0.0049251802,2.38e-07,0.0052176928,2.38e-07,0.0053353757,2.38e-07,0.0052346163,2.38e-07,0.005260698,2.38e-07,0.0049536461,2.38e-07,0.0052090096,2.38e-07,0.0046937964
2.4e-07,0.0045236344,2.4e-07,0.0048695835,2.4e-07,0.0048798723,2.4e-07,0.0049416502,2.4e-07,0.005195708,2.4e-07,0.0053905258,2.4e-07,0.0052205743,2.4e-07,0.0052802404,2.4e-07,0.0049831453,2.4e-07,0.0052615046,2.4e-07,0.0046949061
2.42e-07,0.0045116423,2.42e-07,0.0049450109,2.42e-07,0.0048942775,2.42e-07,0.004900258,2.42e-07,0.0050852876,2.42e-07,0.005213758,2.42e-07,0.005251748,2.42e-07,0.0052939206,2.42e-07,0.0050097415,2.42e-07,0.0053919028,2.42e-07,0.0047321916
2.44e-07,0.0044827727,2.44e-07,0.0048818062,2.44e-07,0.0048436411,2.44e-07,0.0048693195,2.44e-07,0.0050977785,2.44e-07,0.0052219117,2.44e-07,0.0052603264,2.44e-07,0.005342809,2.44e-07,0.0052222195,2.44e-07,0.0053157136,2.44e-07,0.0046877302
2.46e-07,0.0044626384,2.46e-07,0.0048991782,2.46e-07,0.0048249792,2.46e-07,0.0048548644,2.46e-07,0.0051042782,2.46e-07,0.0052933712,2.46e-07,0.0051738275,2.46e-07,0.0052333055,2.46e-07,0.0051602242,2.46e-07,0.0052801487,2.46e-07,0.0047350759
2.48e-07,0.0044559021,2.48e-07,0.0049172491,2.48e-07,0.0047310167,2.48e-07,0.0048761526,2.48e-07,0.0051597413,2.48e-07,0.005273941,2.48e-07,0.0051496741,2.48e-07,0.0052469857,2.48e-07,0.0050436389,2.48e-07,0.0052851951,2.48e-07,0.0046727862
2.5e-07,0.0044669313,2.5e-07,0.0049047661,2.5e-07,0.0047800168,2.5e-07,0.0048761526,2.5e-07,0.005091296,2.5e-07,0.0053096595,2.5e-07,0.0052501899,2.5e-07,0.0052821958,2.5e-07,0.0050111916,2.5e-07,0.0051971902,2.5e-07,0.0046628737
2.52e-07,0.0044647111,2.52e-07,0.0049071228,2.52e-07,0.0047803437,2.52e-07,0.0048283362,2.52e-07,0.0050768079,2.52e-07,0.0052758106,2.52e-07,0.0052961712,2.52e-07,0.005347712,2.52e-07,0.0050805323,2.52e-07,0.0053360257,2.52e-07,0.0046727862
2.54e-07,0.0045685675,2.54e-07,0.0048711551,2.54e-07,0.0047916942,2.54e-07,0.0048094569,2.54e-07,0.0050278427,2.54e-07,0.0052375845,2.54e-07,0.0053164177,2.54e-07,0.0053095859,2.54e-07,0.0050746328,2.54e-07,0.005256454,2.54e-07,0.0046879523
2.56e-07,0.0045453236,2.56e-07,0.0048999647,2.56e-07,0.0047856919,2.56e-07,0.0047789258,2.56e-07,0.0050413334,2.56e-07,0.005194942,2.56e-07,0.0051652491,2.56e-07,0.0052342974,2.56e-07,0.0050466349,2.56e-07,0.0050599677,2.56e-07,0.0046931305
2.58e-07,0.004522746,2.58e-07,0.0048887902,2.58e-07,0.0047946405,2.58e-07,0.0048552593,2.58e-07,0.0050128479,2.58e-07,0.0052256715,2.58e-07,0.0050927904,2.58e-07,0.0052235331,2.58e-07,0.0050037908,2.58e-07,0.0050328909,2.58e-07,0.0046698269
2.6e-07,0.0044875103,2.6e-07,0.0049223127,2.6e-07,0.0047962773,2.6e-07,0.0048697283,2.6e-07,0.0049963626,2.6e-07,0.0051159658,2.6e-07,0.0051699202,2.6e-07,0.0052352604,2.6e-07,0.0048902049,2.6e-07,0.0049567055,2.6e-07,0.0046750796
2.62e-07,0.0045087552,2.62e-07,0.0049217893,2.62e-07,0.0048086094,2.62e-07,0.0048432127,2.62e-07,0.0050063496,2.62e-07,0.0051774015,2.62e-07,0.0051566963,2.62e-07,0.0051619252,2.62e-07,0.0049683959,2.62e-07,0.0050904863,2.62e-07,0.0046350574
2.64e-07,0.0044606393,2.64e-07,0.0048900996,2.64e-07,0.0047930037,2.64e-07,0.0047897748,2.64e-07,0.0050438214,2.64e-07,0.0051529584,2.64e-07,0.0051044836,2.64e-07,0.0051413877,2.64e-07,0.004950698,2.64e-07,0.0049990444,2.64e-07,0.0046594702
2.66e-07,0.0045202295,2.66e-07,0.0048647821,2.66e-07,0.0047436757,2.66e-07,0.0047865487,2.66e-07,0.0050153523,2.66e-07,0.0051197247,2.66e-07,0.0050974633,2.66e-07,0.0051893177,2.66e-07,0.005093832,2.66e-07,0.0049312925,2.66e-07,0.0046644271
2.68e-07,0.0044637485,2.68e-07,0.0048570125,2.68e-07,0.0047326535,2.68e-07,0.0048022289,2.68e-07,0.0049773734,2.68e-07,0.0052030971,2.68e-07,0.005074868,2.68e-07,0.0051932265,2.68e-07,0.0048783547,2.68e-07,0.0049465499,2.68e-07,0.0046465979
2.7e-07,0.0044759628,2.7e-07,0.0048474972,2.7e-07,0.0047003501,2.7e-07,0.0047893659,2.7e-07,0.0049898638,2.7e-07,0.0051090638,2.7e-07,0.0051068072,2.7e-07,0.0051775612,2.7e-07,0.0049919928,2.7e-07,0.0046535707,2.7e-07,0.0046332823
2.72e-07,0.0045204512,2.72e-07,0.0047989581,2.72e-07,0.0047736871,2.72e-07,0.00474155,2.72e-07,0.0049543884,2.72e-07,0.0051799077,2.72e-07,0.0050857705,2.72e-07,0.005273384,2.72e-07,0.0051336763,2.72e-07,0.004878798,2.72e-07,0.0046416419
2.74e-07,0.0044617499,2.74e-07,0.0048472346,2.74e-07,0.0046996954,2.74e-07,0.0048042298,2.74e-07,0.0049389019,2.74e-07,0.0050670598,2.74e-07,0.0051294025,2.74e-07,0.0052196244,2.74e-07,0.0050141392,2.74e-07,0.0048838481,2.74e-07,0.0045729894
2.76e-07,0.0044613052,2.76e-07,0.0047677918,2.76e-07,0.0046487306,2.76e-07,0.0048046387,2.76e-07,0.0049039344,2.76e-07,0.0050319573,2.76e-07,0.0049891602,2.76e-07,0.0051912707,2.76e-07,0.0050554853,2.76e-07,0.0049549825,2.76e-07,0.0046276595
2.78e-07,0.0044601951,2.78e-07,0.0048077754,2.78e-07,0.0046420735,2.78e-07,0.0047970018,2.78e-07,0.0048824558,2.78e-07,0.0050777206,2.78e-07,0.0050927904,2.78e-07,0.0052284044,2.78e-07,0.0050775842,2.78e-07,0.0047399118,2.78e-07,0.0046436391
2.8e-07,0.0044436874,2.8e-07,0.0047856886,2.8e-07,0.0046540783,2.8e-07,0.0047696843,2.8e-07,0.0048544784,2.8e-07,0.0050363527,2.8e-07,0.0050538313,2.8e-07,0.0052244961,2.8e-07,0.0050775842,2.8e-07,0.0049008285,2.8e-07,0.0046267714
2.82e-07,0.0044606393,2.82e-07,0.0047454424,2.82e-07,0.0046087885,2.82e-07,0.0047845482,2.82e-07,0.004859963,2.82e-07,0.0050802268,2.82e-07,0.0051192935,2.82e-07,0.005303693,2.82e-07,0.0048193592,2.82e-07,0.0048821843,2.82e-07,0.004595553
2.84e-07,0.0044402829,2.84e-07,0.004671325,2.84e-07,0.0045721205,2.84e-07,0.0047628512,2.84e-07,0.0048894463,2.84e-07,0.0050219339,2.84e-07,0.0050413706,2.84e-07,0.0053222743,2.84e-07,0.0048651067,2.84e-07,0.00506846,2.84e-07,0.0046474859
2.86e-07,0.004438506,2.86e-07,0.0046955943,2.86e-07,0.0046234126,2.86e-07,0.0047102165,2.86e-07,0.004833492,2.86e-07,0.0050263279,2.86e-07,0.0050538313,2.86e-07,0.0053300913,2.86e-07,0.0051233754,2.86e-07,0.0049804002,2.86e-07,0.004651777
2.88e-07,0.0043926113,2.88e-07,0.0048096082,2.88e-07,0.0046124985,2.88e-07,0.004768881,2.88e-07,0.0047255764,2.88e-07,0.0050350991,2.88e-07,0.0050779828,2.88e-07,0.005317403,2.88e-07,0.0049801939,2.88e-07,0.0049499362,2.88e-07,0.0046761897
2.9e-07,0.0043406459,2.9e-07,0.0047393315,2.9e-07,0.0046391273,2.9e-07,0.0047680782,2.9e-07,0.0048639569,2.9e-07,0.0049661458,2.9e-07,0.0050616167,2.9e-07,0.0050925002,2.9e-07,0.0050421855,2.9e-07,0.0049939388,2.9e-07,0.0046536266
2.92e-07,0.0043178466,2.92e-07,0.0047467519,2.92e-07,0.0046704481,2.92e-07,0.0047419574,2.92e-07,0.0048659705,2.92e-07,0.0049561225,2.92e-07,0.0050257719,2.92e-07,0.0052724234,2.92e-07,0.0049152514,2.92e-07,0.0048517208,2.92e-07,0.0045877113
2.94e-07,0.0042954907,2.94e-07,0.0046953326,2.94e-07,0.0046424009,2.94e-07,0.0047049895,2.94e-07,0.0048669693,2.94e-07,0.0049774223,2.94e-07,0.004957221,2.94e-07,0.0052186321,2.94e-07,0.0049934937,2.94e-07,0.0049194172,2.94e-07,0.0046348353
2.96e-07,0.0043212515,2.96e-07,0.0047512916,2.96e-07,0.0046131536,2.96e-07,0.0047166408,2.96e-07,0.0048035164,2.96e-07,0.004968015,2.96e-07,0.0048504756,2.96e-07,0.0050876313,2.96e-07,0.0048592072,2.96e-07,0.0049837823,2.96e-07,0.0046204096
2.98e-07,0.004334576,2.98e-07,0.004699348,2.98e-07,0.0046094428,2.98e-07,0.0046897181,2.98e-07,0.0047810236,2.98e-07,0.0049203834,2.98e-07,0.0048177456,2.98e-07,0.0050514606,2.98e-07,0.0046186359,2.98e-07,0.0048991102,2.98e-07,0.0046549579
3e-07,0.0043734387,3e-07,0.0047601089,3e-07,0.0046124985,3e-07,0.0047355331,3e-07,0.0047635403,3e-07,0.004908469,3e-07,0.0048909937,3e-07,0.0051140296,3e-07,0.0049683959,3e-07,0.0047196038,3e-07,0.0046940185
3.02e-07,0.0043451614,3.02e-07,0.004730776,3.02e-07,0.0046071517,3.02e-07,0.0047443672,3.02e-07,0.0047245771,3.02e-07,0.0049066008,3.02e-07,0.0048816241,3.02e-07,0.0051052179,3.02e-07,0.0048547583,3.02e-07,0.0049397806,3.02e-07,0.0046676076
3.04e-07,0.0043131085,3.04e-07,0.0047297282,3.04e-07,0.0046417466,3.04e-07,0.0047234739,3.04e-07,0.0047785356,3.04e-07,0.004957376,3.04e-07,0.0048551485,3.04e-07,0.0050798119,3.04e-07,0.0048902049,3.04e-07,0.004794125,3.04e-07,0.0046824776
3.06e-07,0.0043598921,3.06e-07,0.0046953326,3.06e-07,0.0045911088,3.06e-07,0.0046732482,3.06e-07,0.0047830208,3.06e-07,0.00489594,3.06e-07,0.0048255315,3.06e-07,0.0050974013,3.06e-07,0.0048016137,3.06e-07,0.0049685258,3.06e-07,0.0046317284
3.08e-07,0.0043341317,3.08e-07,0.0046654753,3.08e-07,0.0045625158,3.08e-07,0.0046644141,3.08e-07,0.0048194947,3.08e-07,0.0049811816,3.08e-07,0.0048309956,3.08e-07,0.0051775612,3.08e-07,0.0047854139,3.08e-07,0.0048618768,3.08e-07,0.0046809241
3.1e-07,0.0043255445,3.1e-07,0.0046364926,3.1e-07,0.0045865253,3.1e-07,0.004588068,3.1e-07,0.004798016,3.1e-07,0.0050068977,3.1e-07,0.0048660492,3.1e-07,0.0051081656,3.1e-07,0.0047130743,3.1e-07,0.0047585559,3.1e-07,0.0046700495
3.12e-07,0.0043151071,3.12e-07,0.0045770402,3.12e-07,0.0045938371,3.12e-07,0.0046254308,3.12e-07,0.0047430596,3.12e-07,0.0049749166,3.12e-07,0.0048824148,3.12e-07,0.0051120738,3.12e-07,0.0048857555,3.12e-07,0.00459259,3.12e-07,0.0046502231
3.14e-07,0.0042272406,3.14e-07,0.004571192,3.14e-07,0.0045575066,3.14e-07,0.0046306578,3.14e-07,0.0047600535,3.14e-07,0.0049993601,3.14e-07,0.0048309956,3.14e-07,0.005125755,3.14e-07,0.004749971,3.14e-07,0.0047704303,3.14e-07,0.0046227034
3.16e-07,0.0042369375,3.16e-07,0.0045682234,3.16e-07,0.0045920913,3.16e-07,0.0046149907,3.16e-07,0.0048724539,3.16e-07,0.0049542328,3.16e-07,0.0049221418,3.16e-07,0.0051140296,3.16e-07,0.0048045651,3.16e-07,0.0048551075,3.16e-07,0.0046599144
3.18e-07,0.0042128055,3.18e-07,0.0044757724,3.18e-07,0.0046334518,3.18e-07,0.0045430688,3.18e-07,0.0048504681,3.18e-07,0.0049786759,3.18e-07,0.0048348755,3.18e-07,0.0051462911,3.18e-07,0.0047986661,3.18e-07,0.0049753496,3.18e-07,0.0046093874
3.2e-07,0.004158101,3.2e-07,0.0045139226,3.2e-07,0.0045701549,3.2e-07,0.0045627509,3.2e-07,0.0048519745,3.2e-07,0.0049868296,3.2e-07,0.0048699565,3.2e-07,0.0051287021,3.2e-07,0.0047691665,3.2e-07,0.0046501863,3.2e-07,0.0045605609
3.22e-07,0.0041409279,3.22e-07,0.0045400257,3.22e-07,0.0045634988,3.22e-07,0.0045796284,3.22e-07,0.0048364871,3.22e-07,0.0049253949,3.22e-07,0.0048964317,3.22e-07,0.005125755,3.22e-07,0.0047396705,3.22e-07,0.0048669227,3.22e-07,0.0045420667
3.24e-07,0.0041646897,3.24e-07,0.0045621125,3.24e-07,0.0045841248,3.24e-07,0.0046234303,3.24e-07,0.0048035164,3.24e-07,0.004991841,3.24e-07,0.0048605856,3.24e-07,0.0051218462,3.24e-07,0.0046599782,3.24e-07,0.0047009597,3.24e-07,0.0045021181
3.26e-07,0.0041773478,3.26e-07,0.0045037959,3.26e-07,0.0045881621,3.26e-07,0.00456075,3.26e-07,0.0047550439,3.26e-07,0.0049868296,3.26e-07,0.004738267,3.26e-07,0.0050093946,3.26e-07,0.0047676689,3.26e-07,0.004936398,3.26e-07,0.0045612273
3.28e-07,0.0041323407,3.28e-07,0.004503272,3.28e-07,0.0045987479,3.28e-07,0.0046270373,3.28e-07,0.0048160073,3.28e-07,0.004949837,3.28e-07,0.0048660492,3.28e-07,0.0051580165,3.28e-07,0.0047780173,3.28e-07,0.0049465499,3.28e-07,0.00448133
3.3e-07,0.0041481825,3.3e-07,0.0045312084,3.3e-07,0.0046110796,3.3e-07,0.0045960993,3.3e-07,0.0047345641,3.3e-07,0.0049717948,3.3e-07,0.004792036,3.3e-07,0.0051003168,3.3e-07,0.0047455695,3.3e-07,0.0047500674,3.3e-07,0.0044822181
3.32e-07,0.0041999253,3.32e-07,0.0045125256,3.32e-07,0.0045435168,3.32e-07,0.0045900829,3.32e-07,0.0047410624,3.32e-07,0.004986214,3.32e-07,0.0048411069,3.32e-07,0.0050367853,3.32e-07,0.0048444099,3.32e-07,0.0048618768,3.32e-07,0.0044267341
3.34e-07,0.0041933372,3.34e-07,0.0044952403,3.34e-07,0.0045058769,3.34e-07,0.0046395049,3.34e-07,0.004657622,3.34e-07,0.0049191299,3.34e-07,0.0047686482,3.34e-07,0.0050123427,3.34e-07,0.0048237606,3.34e-07,0.0048212018,3.34e-07,0.0044398285
3.36e-07,0.0041556587,3.36e-07,0.0044880817,3.36e-07,0.0044918861,3.36e-07,0.0046615968,3.36e-07,0.0046781017,3.36e-07,0.0048225909,3.36e-07,0.0047600693,3.36e-07,0.0049311901,3.36e-07,0.0047706165,3.36e-07,0.004936398,3.36e-07,0.0044181524
3.38e-07,0.0041940031,3.38e-07,0.0044363998,3.38e-07,0.0044852286,3.38e-07,0.0047162464,3.38e-07,0.0047320588,3.38e-07,0.0049172398,3.38e-07,0.0048473612,3.38e-07,0.0050084344,3.38e-07,0.0047367192,3.38e-07,0.0048381272,3.38e-07,0.0043937396
3.4e-07,0.0042188759,3.4e-07,0.0044137021,3.4e-07,0.004490227,3.4e-07,0.0046865055,3.4e-07,0.0047420617,3.4e-07,0.0048802672,3.4e-07,0.0049182619,3.4e-07,0.0049184728,3.4e-07,0.0046953768,3.4e-07,0.0048093824,3.4e-07,0.0044115689
3.42e-07,0.0042031081,3.42e-07,0.0044182423,3.42e-07,0.0044415984,3.42e-07,0.004661202,3.42e-07,0.0047215824,3.42e-07,0.0049103587,3.42e-07,0.0049151452,3.42e-07,0.0049165171,3.42e-07,0.0048119626,3.42e-07,0.0049024923,3.42e-07,0.00436548
3.44e-07,0.0041558803,3.44e-07,0.0044398047,3.44e-07,0.0044066212,3.44e-07,0.0046853074,3.44e-07,0.0046531195,3.44e-07,0.0048896745,3.44e-07,0.0048239753,3.44e-07,0.0049350983,3.44e-07,0.0046939231,3.44e-07,0.0047975071,3.44e-07,0.0044012116
3.46e-07,0.0041838614,3.46e-07,0.0044453917,3.46e-07,0.0044928906,3.46e-07,0.0046837013,3.46e-07,0.0046411371,3.46e-07,0.0048601995,3.46e-07,0.0047842483,3.46e-07,0.0048881634,3.46e-07,0.004686526,3.46e-07,0.004733142,3.46e-07,0.0043975865
3.48e-07,0.0042119175,3.48e-07,0.0044680904,3.48e-07,0.004432267,3.48e-07,0.004670036,3.48e-07,0.0046561323,3.48e-07,0.0048576933,3.48e-07,0.0047538402,3.48e-07,0.0048637181,3.48e-07,0.0046968744,3.48e-07,0.0048076636,3.48e-07,0.0044490756
3.5e-07,0.0041978527,3.5e-07,0.0045312084,3.5e-07,0.0044346028,3.5e-07,0.0046599908,3.5e-07,0.0046481271,3.5e-07,0.0048175789,3.5e-07,0.0047507253,3.5e-07,0.0049585514,3.5e-07,0.0047189738,3.5e-07,0.0046908036,3.5e-07,0.0044072778
3.52e-07,0.0042173211,3.52e-07,0.0045192479,3.52e-07,0.0044082906,3.52e-07,0.0046439157,3.52e-07,0.004604172,3.52e-07,0.004764914,3.52e-07,0.0048442213,3.52e-07,0.0048079737,3.52e-07,0.004603886,3.52e-07,0.0044164686,3.52e-07,0.0043549011
3.54e-07,0.0042600334,3.54e-07,0.0045210808,3.54e-07,0.0044952249,3.54e-07,0.0046370826,3.54e-07,0.0046466375,3.54e-07,0.0048250966,3.54e-07,0.0048676073,3.54e-07,0.0048823021,3.54e-07,0.0045064958,3.54e-07,0.0046823705,3.54e-07,0.0043458757
3.56e-07,0.0042557395,3.56e-07,0.0045160176,3.56e-07,0.0044842246,3.56e-07,0.0046330676,3.56e-07,0.0046741073,3.56e-07,0.0048345039,3.56e-07,0.0047756699,3.56e-07,0.0048881634,3.56e-07,0.0045876382,3.56e-07,0.0048618768,3.56e-07,0.0044219256
3.58e-07,0.0042148046,3.58e-07,0.0044747246,3.58e-07,0.0044739009,3.58e-07,0.0045732041,3.58e-07,0.0046421364,3.58e-07,0.0048188325,3.58e-07,0.0046751541,3.58e-07,0.0048382804,3.58e-07,0.0046540312,3.58e-07,0.0047602742,3.58e-07,0.0044795549
3.6e-07,0.0042319777,3.6e-07,0.0044973358,3.6e-07,0.0044559161,3.6e-07,0.0045402516,3.6e-07,0.0046836021,3.6e-07,0.0048200847,3.6e-07,0.0047008642,3.6e-07,0.004866634,3.6e-07,0.0046791295,3.6e-07,0.0047602742,3.6e-07,0.0044691237
3.62e-07,0.0042435257,3.62e-07,0.0045397636,3.62e-07,0.004464909,3.62e-07,0.0045908852,3.62e-07,0.0047215824,3.62e-07,0.0048175789,3.62e-07,0.0047070934,3.62e-07,0.004693599,3.62e-07,0.0045477906,3.62e-07,0.0047687115,3.62e-07,0.0043244222
3.64e-07,0.0042259074,3.64e-07,0.0045282398,3.64e-07,0.0045092055,3.64e-07,0.0046085664,3.64e-07,0.0046846014,3.64e-07,0.0048037763,3.64e-07,0.0047787847,3.64e-07,0.0048676268,3.64e-07,0.0045300927,3.64e-07,0.0046247728,3.64e-07,0.0043162839
3.66e-07,0.004158101,3.66e-07,0.0044922726,3.66e-07,0.0044725696,3.66e-07,0.0046366877,3.66e-07,0.0046356362,3.66e-07,0.004806302,3.66e-07,0.0047156718,3.66e-07,0.0047982018,3.66e-07,0.0044445009,3.66e-07,0.0046688323,3.66e-07,0.0042932769
3.68e-07,0.0041163517,3.68e-07,0.0045506759,3.68e-07,0.0044206125,3.68e-07,0.004635476,3.68e-07,0.0047230721,3.68e-07,0.0048131836,3.68e-07,0.0047756699,3.68e-07,0.0048656738,3.68e-07,0.0045920876,3.68e-07,0.0047517861,3.68e-07,0.0042697522
3.7e-07,0.0041490709,3.7e-07,0.0045800093,3.7e-07,0.0044336091,3.7e-07,0.0046567786,3.7e-07,0.0046940958,3.7e-07,0.0047373283,3.7e-07,0.0047265743,3.7e-07,0.0047610388,3.7e-07,0.0045005968,3.7e-07,0.0046213879,3.7e-07,0.004244525
3.72e-07,0.0041073207,3.72e-07,0.0045418581,3.72e-07,0.0043580034,3.72e-07,0.004609765,3.72e-07,0.0046541346,3.72e-07,0.0047504948,3.72e-07,0.0047553983,3.72e-07,0.0048070136,3.72e-07,0.0044798995,3.72e-07,0.0045434823,3.72e-07,0.0042670886
3.74e-07,0.004106136,3.74e-07,0.004516542,3.74e-07,0.0043290285,3.74e-07,0.0046346737,3.74e-07,0.0046741073,3.74e-07,0.0047830921,3.74e-07,0.0046993061,3.74e-07,0.0047698482,3.74e-07,0.004568439,3.74e-07,0.0046637263,3.74e-07,0.0042079058
3.76e-07,0.0040869638,3.76e-07,0.0044992557,3.76e-07,0.0043946384,3.76e-07,0.0046250364,3.76e-07,0.0047375592,3.76e-07,0.0048865327,3.76e-07,0.0047094426,3.76e-07,0.0047542145,3.76e-07,0.0044843494,3.76e-07,0.0047094477,3.76e-07,0.0042020618
3.78e-07,0.0041041374,3.78e-07,0.0044374475,3.78e-07,0.0043869773,3.78e-07,0.0045824461,3.78e-07,0.0047325669,3.78e-07,0.0047749588,3.78e-07,0.0046743616,3.78e-07,0.0047248686,3.78e-07,0.0045374455,3.78e-07,0.0046247728,3.78e-07,0.0042099776
3.8e-07,0.0040777107,3.8e-07,0.0044099484,3.8e-07,0.0043753223,3.8e-07,0.0046045375,3.8e-07,0.0046626152,3.8e-07,0.0046953447,3.8e-07,0.0046564387,3.8e-07,0.004733678,3.8e-07,0.004633382,3.8e-07,0.0045028646,3.8e-07,0.0041876356
3.82e-07,0.0040993998,3.82e-07,0.004356957,3.82e-07,0.0043476787,3.82e-07,0.0045446749,3.82e-07,0.0046086572,3.82e-07,0.0046677589,3.82e-07,0.0046424223,3.82e-07,0.0047747516,3.82e-07,0.0044061067,3.82e-07,0.0045146844,3.82e-07,0.0042815139
3.84e-07,0.0041567688,3.84e-07,0.0043278858,3.84e-07,0.0044529261,3.84e-07,0.0045197662,3.84e-07,0.004557204,3.84e-07,0.0047317012,3.84e-07,0.0047024204,3.84e-07,0.0047170515,3.84e-07,0.0044651502,3.84e-07,0.0045400979,3.84e-07,0.0042600608
3.86e-07,0.004130342,3.86e-07,0.004347092,3.86e-07,0.0044529261,3.86e-07,0.0045153424,3.86e-07,0.0045611998,3.86e-07,0.0048388997,3.86e-07,0.0046455367,3.86e-07,0.0047620316,3.86e-07,0.004474001,3.86e-07,0.0047348612,3.86e-07,0.0042720451
3.88e-07,0.0041208672,3.88e-07,0.0043273624,3.88e-07,0.0043953042,3.88e-07,0.004500479,3.88e-07,0.0046046628,3.88e-07,0.0047335709,3.88e-07,0.004694635,3.88e-07,0.0047092326,3.88e-07,0.0045448425,3.88e-07,0.0047483994,3.88e-07,0.0042593945
3.9e-07,0.0041113179,3.9e-07,0.0043090289,3.9e-07,0.004360666,3.9e-07,0.0044578887,3.9e-07,0.0045771929,3.9e-07,0.0048100618,3.9e-07,0.0045567141,3.9e-07,0.0047229133,3.9e-07,0.0043397141,3.9e-07,0.0045197876,3.9e-07,0.0042806272
3.92e-07,0.0040921457,3.92e-07,0.0042885137,3.92e-07,0.0043470133,3.92e-07,0.0044076629,3.92e-07,0.0045347116,3.92e-07,0.0047241836,3.92e-07,0.004570731,3.92e-07,0.0046652453,3.92e-07,0.0044179088,3.92e-07,0.0044842204,3.92e-07,0.0042812922
3.94e-07,0.0041007325,3.94e-07,0.0043247431,3.94e-07,0.0043386868,3.94e-07,0.0043851631,3.94e-07,0.0045527034,3.94e-07,0.0046771662,3.94e-07,0.0047538402,3.94e-07,0.0047023785,3.94e-07,0.0044504036,3.94e-07,0.0045858212,3.94e-07,0.0043138433
3.96e-07,0.0041310084,3.96e-07,0.0043433383,3.96e-07,0.0043766536,3.96e-07,0.0043775276,3.96e-07,0.0045057349,3.96e-07,0.0046859374,3.96e-07,0.0047328034,3.96e-07,0.004693599,3.96e-07,0.0046820771,3.96e-07,0.0046264934,3.96e-07,0.0043499442
3.98e-07,0.0041084308,3.98e-07,0.0043759011,3.98e-07,0.0043310258,3.98e-07,0.0043606493,3.98e-07,0.0044677723,3.98e-07,0.0045637027,3.98e-07,0.0047094426,3.98e-07,0.0046036374,3.98e-07,0.0045064958,3.98e-07,0.0043842862,3.98e-07,0.004342251
4e-07,0.0040788208,4e-07,0.0043300684,4e-07,0.0043270201,4e-07,0.0043068165,4e-07,0.0045012501,4e-07,0.0045662085,4e-07,0.0046712472,4e-07,0.0047551752,4e-07,0.004568439,4e-07,0.0043521589,4e-07,0.004324866
4.02e-07,0.0040842253,4.02e-07,0.004248268,4.02e-07,0.0043456815,4.02e-07,0.004339756,4.02e-07,0.0044362918,4.02e-07,0.0046044346,4.02e-07,0.0047133225,4.02e-07,0.0046505723,4.02e-07,0.0045891362,4.02e-07,0.0043335147,4.02e-07,0.0043821987
4.04e-07,0.0041461093,4.04e-07,0.0042727995,4.04e-07,0.0043107052,4.04e-07,0.0043224837,4.04e-07,0.0044018151,4.04e-07,0.0045379871,4.04e-07,0.0046930765,4.04e-07,0.0046476247,4.04e-07,0.0044415533,4.04e-07,0.004441882,4.04e-07,0.0043693273
4.06e-07,0.0040682359,4.06e-07,0.0043002116,4.06e-07,0.0044003022,4.06e-07,0.004352211,4.06e-07,0.0043358742,4.06e-07,0.0044734287,4.06e-07,0.0046704812,4.06e-07,0.004611454,4.06e-07,0.0044961474,4.06e-07,0.0045587416,4.06e-07,0.0043282686
4.08e-07,0.00403796,4.08e-07,0.0042871162,4.08e-07,0.0043726587,4.08e-07,0.0043473914,4.08e-07,0.0044138138,4.08e-07,0.0045361174,4.08e-07,0.0047242502,4.08e-07,0.0044520674,4.08e-07,0.0046260329,4.08e-07,0.0045773857,4.08e-07,0.0043441001
4.1e-07,0.0039886595,4.1e-07,0.0043095532,4.1e-07,0.0043836483,4.1e-07,0.0043060128,4.1e-07,0.0043923366,4.1e-07,0.0044677798,4.1e-07,0.0047367089,4.1e-07,0.004631991,4.1e-07,0.0045994367,4.1e-07,0.0043792357,4.1e-07,0.0042817364
