JN202303200003_DeltaP,,JN202303200004_DeltaP,,JN202303200006_DeltaP,,JN202303200007_DeltaP,,JN202303200008_DeltaP,,JN202303200010_DeltaP,,JN202303200011_DeltaP,
4.4e-07,0.00013541467,4.4e-07,0.00010647642,4.4e-07,0.00032650039,4.4e-07,0.00046786238,4.4e-07,0.00095527002,4.4e-07,0.0023594885,4.4e-07,0.0032582304
4.42e-07,0.00012532862,4.42e-07,0.00010209797,4.42e-07,0.00032706582,4.42e-07,0.00051372481,4.42e-07,0.0009729843,4.42e-07,0.0023650948,4.42e-07,0.00325992
4.44e-07,0.00012773804,4.44e-07,0.00011959008,4.44e-07,0.00030576525,4.44e-07,0.0004600141,4.44e-07,0.00088687317,4.44e-07,0.0023132868,4.44e-07,0.0032403024
4.46e-07,0.00012280879,4.46e-07,0.00013080085,4.46e-07,0.00030576525,4.46e-07,0.00042917934,4.46e-07,0.00082206895,4.46e-07,0.0022931069,4.46e-07,0.0032268569
4.48e-07,0.00010313607,4.48e-07,0.0001026048,4.48e-07,0.00033670236,4.48e-07,0.00040877247,4.48e-07,0.00085885014,4.48e-07,0.0022868242,4.48e-07,0.0032470617
4.5e-07,9.0295223e-05,4.5e-07,8.99394e-05,4.5e-07,0.00032123394,4.5e-07,0.0004566485,4.5e-07,0.00086086307,4.5e-07,0.0022637269,4.5e-07,0.0032021697
4.52e-07,0.00011596963,4.52e-07,0.00011174397,4.52e-07,0.00031181762,4.52e-07,0.00046450406,4.52e-07,0.00083933532,4.52e-07,0.0023085764,4.52e-07,0.0031735874
4.54e-07,0.00012521836,4.54e-07,8.7698674e-05,4.54e-07,0.00031562959,4.54e-07,0.00048446271,4.54e-07,0.00085772621,4.54e-07,0.0022886172,4.54e-07,0.0031623461
4.56e-07,0.00011591092,4.56e-07,9.7506381e-05,4.56e-07,0.00032291593,4.56e-07,0.00046528308,4.56e-07,0.00086333184,4.56e-07,0.0022684371,4.56e-07,0.0031455939
4.58e-07,0.00012168493,4.58e-07,8.5678359e-05,4.58e-07,0.00032101342,4.58e-07,0.00045171755,4.58e-07,0.0009066083,4.58e-07,0.002249595,4.58e-07,0.003169694
4.6e-07,0.00013833102,4.6e-07,7.2564842e-05,4.6e-07,0.00030464897,4.6e-07,0.00048502139,4.6e-07,0.00087162701,4.6e-07,0.0022756096,4.6e-07,0.003171898
4.62e-07,0.00013933746,4.62e-07,8.3827043e-05,4.62e-07,0.00027640001,4.62e-07,0.00049612485,4.62e-07,0.00087544054,4.62e-07,0.0023005072,4.62e-07,0.0031825509
4.64e-07,0.00015514623,4.64e-07,9.4200434e-05,4.64e-07,0.00030408328,4.64e-07,0.0004622553,4.64e-07,0.00092544709,4.64e-07,0.0022825613,4.64e-07,0.0031618315
4.66e-07,0.00012168493,4.66e-07,0.00011325732,4.66e-07,0.00031204542,4.66e-07,0.00047751091,4.66e-07,0.00088441174,4.66e-07,0.0022213391,4.66e-07,0.003131561
4.68e-07,0.00013676635,4.68e-07,0.00011931081,4.68e-07,0.0003114797,4.68e-07,0.00052516657,4.68e-07,0.00093082507,4.68e-07,0.0022096769,4.68e-07,0.0031292827
4.7e-07,0.0001502684,4.7e-07,0.00012900824,4.7e-07,0.00029467451,4.7e-07,0.00049343536,4.7e-07,0.00089203089,4.7e-07,0.0022509401,4.7e-07,0.0031164244
4.72e-07,0.00015357415,4.72e-07,0.00012278576,4.72e-07,0.00027068553,4.72e-07,0.00048468335,4.72e-07,0.00088597677,4.72e-07,0.0022287394,4.72e-07,0.0030670501
4.74e-07,0.00014506004,4.74e-07,0.00012042746,4.74e-07,0.00027236782,4.74e-07,0.00044622066,4.74e-07,0.00086175947,4.74e-07,0.0022673132,4.74e-07,0.0031034935
4.76e-07,0.00014281947,4.76e-07,0.00011656326,4.76e-07,0.0002719195,4.76e-07,0.00038746151,4.76e-07,0.00088665285,4.76e-07,0.002247802,4.76e-07,0.0030838761
4.78e-07,0.00014920326,4.78e-07,9.3135066e-05,4.78e-07,0.00026126951,4.78e-07,0.00046651764,4.78e-07,0.00092319865,4.78e-07,0.0022033933,4.78e-07,0.0031141464
4.8e-07,0.00015570459,4.8e-07,7.7215147e-05,4.8e-07,0.00027147145,4.8e-07,0.00040820648,4.8e-07,0.00092297839,4.8e-07,0.0021343157,4.8e-07,0.0030486074
4.82e-07,0.00015116471,4.82e-07,9.52068e-05,4.82e-07,0.00024535277,4.82e-07,0.00045597964,4.82e-07,0.00091602741,4.82e-07,0.002158537,4.82e-07,0.0030396439
4.84e-07,0.00012449115,4.84e-07,0.00010367002,4.84e-07,0.00025555503,4.84e-07,0.00046842807,4.84e-07,0.00090705621,4.84e-07,0.0021930761,4.84e-07,0.0030580864
4.86e-07,0.00013491514,4.86e-07,0.00010311176,4.86e-07,0.00025790525,4.86e-07,0.00045395875,4.86e-07,0.000855933,4.86e-07,0.0021509165,4.86e-07,0.0030216433
4.88e-07,0.00015638035,4.88e-07,0.00010765193,4.88e-07,0.00025589293,4.88e-07,0.00047044165,4.88e-07,0.00084314879,4.88e-07,0.0021933038,4.88e-07,0.0030121652
4.9e-07,0.00014533929,4.9e-07,0.00010209797,4.9e-07,0.00022484541,4.9e-07,0.00045811068,4.9e-07,0.00080996077,4.9e-07,0.0021571924,4.9e-07,0.0030015111
4.92e-07,0.00013446706,4.92e-07,8.1079495e-05,4.92e-07,0.0002417683,4.92e-07,0.00046606938,4.92e-07,0.00081646326,4.92e-07,0.002122205,4.92e-07,0.0029791009
4.94e-07,0.00014208497,4.94e-07,9.4200434e-05,4.94e-07,0.00025667885,4.94e-07,0.00047571794,4.94e-07,0.0008045822,4.94e-07,0.0021145844,4.94e-07,0.0030211285
4.96e-07,0.00013905836,4.96e-07,9.7895645e-05,4.96e-07,0.00026833531,4.96e-07,0.00043702763,4.96e-07,0.00085301639,4.96e-07,0.002099108,4.96e-07,0.0030003351
4.98e-07,0.00015638035,4.98e-07,0.0001054112,4.98e-07,0.00026563962,4.98e-07,0.00045071062,4.98e-07,0.00087073067,4.98e-07,0.0020872178,4.98e-07,0.0029561042
5e-07,0.00013138173,5e-07,8.8874178e-05,5e-07,0.00027102345,5e-07,0.00039564789,5e-07,0.00079359073,5e-07,0.0020811621,5e-07,0.0029258325
5.02e-07,0.00012908243,5.02e-07,4.9019094e-05,5.02e-07,0.00025095712,5.02e-07,0.00038084781,5.02e-07,0.00084673415,5.02e-07,0.0020654653,5.02e-07,0.0029627895
5.04e-07,0.00014696266,5.04e-07,9.7506381e-05,5.04e-07,0.00025992515,5.04e-07,0.00037411661,5.04e-07,0.00079404592,5.04e-07,0.002093273,5.04e-07,0.0029448627
5.06e-07,0.00012712098,5.06e-07,8.254141e-05,5.06e-07,0.00026508147,5.06e-07,0.00034810262,5.06e-07,0.00083126832,5.06e-07,0.002100453,5.06e-07,0.0029549282
5.08e-07,0.00014506004,5.08e-07,0.00010115017,5.08e-07,0.00026362701,5.08e-07,0.00037019234,5.08e-07,0.00080390618,5.08e-07,0.0020123119,5.08e-07,0.0029106962
5.1e-07,0.00015250899,5.1e-07,9.6441021e-05,5.1e-07,0.0002489445,5.1e-07,0.00042043458,5.1e-07,0.00081422215,5.1e-07,0.0019775452,5.1e-07,0.0029162806
5.12e-07,0.00014702152,5.12e-07,8.6067768e-05,5.12e-07,0.00026452335,5.12e-07,0.00047257266,5.12e-07,0.00081489823,5.12e-07,0.0019894354,5.12e-07,0.002912387
5.14e-07,0.00013877924,5.14e-07,8.5120111e-05,5.14e-07,0.00024154807,5.14e-07,0.00045754499,5.14e-07,0.00084943103,5.14e-07,0.0020185881,5.14e-07,0.0029073171
5.16e-07,0.00013440836,5.16e-07,0.00010131916,5.16e-07,0.00025958722,5.16e-07,0.00037244111,5.16e-07,0.00078395073,5.16e-07,0.0020526787,5.16e-07,0.0029168681
5.18e-07,0.00014600779,5.18e-07,0.00010496309,5.18e-07,0.00023515779,5.18e-07,0.00036133738,5.18e-07,0.00085839443,5.18e-07,0.001992353,5.18e-07,0.0029331066
5.2e-07,0.00014696266,5.2e-07,9.929885e-05,5.2e-07,0.00021890344,5.2e-07,0.00041471006,5.2e-07,0.00082745479,5.2e-07,0.001925744,5.2e-07,0.0028860089
5.22e-07,0.00013709688,5.22e-07,8.1138205e-05,5.22e-07,0.00023739817,5.22e-07,0.00034428883,5.22e-07,0.00082924747,5.22e-07,0.0019921255,5.22e-07,0.0028344304
5.24e-07,0.00013328435,5.24e-07,6.5159569e-05,5.24e-07,0.00022540383,5.24e-07,0.00039688245,5.24e-07,0.00078036537,5.24e-07,0.0019297784,5.24e-07,0.0027935046
5.26e-07,0.00011669697,5.26e-07,7.8559642e-05,5.26e-07,0.0002245075,5.26e-07,0.00038398575,5.26e-07,0.00077744824,5.26e-07,0.0019833802,5.26e-07,0.0027794715
5.28e-07,0.0001205095,5.28e-07,8.5619657e-05,5.28e-07,0.00022787173,5.28e-07,0.00038690312,5.28e-07,0.00075749279,5.28e-07,0.0019750835,5.28e-07,0.0027536822
5.3e-07,0.00013171969,5.3e-07,8.8477485e-05,5.3e-07,0.00024748276,5.3e-07,0.00037389598,5.3e-07,0.00077991694,5.3e-07,0.0019492896,5.3e-07,0.002807539
5.32e-07,0.00012387408,5.32e-07,9.0277375e-05,5.32e-07,0.00024334015,5.32e-07,0.00037176497,5.32e-07,0.00074403995,5.32e-07,0.0019432338,5.32e-07,0.0027749892
5.34e-07,0.0001043702,5.34e-07,7.3402371e-05,5.34e-07,0.0002638475,5.34e-07,0.00037187512,5.34e-07,0.00075210747,5.34e-07,0.0019371787,5.34e-07,0.0027873327
5.36e-07,9.7531047e-05,5.36e-07,8.7698674e-05,5.36e-07,0.00026137961,5.36e-07,0.00041662075,5.36e-07,0.00073686137,5.36e-07,0.0019483931,5.36e-07,0.0027553719
5.38e-07,8.4410945e-05,5.38e-07,7.8001241e-05,5.38e-07,0.00024782066,5.38e-07,0.00042177929,5.38e-07,0.00075188663,5.38e-07,0.001951979,5.38e-07,0.0027284801
5.4e-07,0.0001119367,5.4e-07,8.2930812e-05,5.4e-07,0.00025006078,5.4e-07,0.00041975843,5.4e-07,0.00072430476,5.4e-07,0.0019815871,5.4e-07,0.0027307584
5.42e-07,0.00011142976,5.42e-07,9.212127e-05,5.42e-07,0.00024445672,5.42e-07,0.00041112411,5.42e-07,0.00074201904,5.42e-07,0.0019542207,5.42e-07,0.0027380323
5.44e-07,0.00012437359,5.44e-07,0.00010972366,5.44e-07,0.0002635096,5.44e-07,0.00046124862,5.44e-07,0.0007444878,5.44e-07,0.0019663309,5.44e-07,0.0027531674
5.46e-07,9.461469e-05,5.46e-07,0.0001196488,5.46e-07,0.00025107453,5.46e-07,0.00043131039,5.46e-07,0.00075502414,5.46e-07,0.0019201367,5.46e-07,0.0026909348
5.48e-07,9.4952506e-05,5.48e-07,0.00013130768,5.48e-07,0.00026149699,5.48e-07,0.00044476576,5.48e-07,0.00077072537,5.48e-07,0.0019571378,5.48e-07,0.0026679372
5.5e-07,0.00010879252,5.5e-07,0.00014459032,5.5e-07,0.00026149699,5.5e-07,0.00043444836,5.5e-07,0.00080278952,5.5e-07,0.0019845043,5.5e-07,0.0026875546
5.52e-07,0.00010621412,5.52e-07,0.00014077741,5.52e-07,0.00028716039,5.52e-07,0.00040136513,5.52e-07,0.00083238492,5.52e-07,0.0019508622,5.52e-07,0.0026757997
5.54e-07,0.00011737274,5.54e-07,0.00013651638,5.54e-07,0.00027202989,5.54e-07,0.00041471006,5.54e-07,0.00082251738,5.54e-07,0.0019100398,5.54e-07,0.0026757997
5.56e-07,0.00012510821,5.56e-07,0.00011477065,5.56e-07,0.00026239303,5.56e-07,0.00038802749,5.56e-07,0.00081220863,5.56e-07,0.0019006189,5.56e-07,0.0026690392
5.58e-07,0.00012313946,5.58e-07,9.8740595e-05,5.58e-07,0.00025028858,5.58e-07,0.00039833735,5.58e-07,0.00077117386,5.58e-07,0.0018629418,5.58e-07,0.0026331844
5.6e-07,0.00012706955,5.6e-07,0.00011387442,5.6e-07,0.0002570092,5.6e-07,0.00043613117,5.6e-07,0.00083440519,5.6e-07,0.0019246198,5.6e-07,0.0026359761
5.62e-07,0.00013496657,5.62e-07,0.00012048632,5.62e-07,0.00028234225,5.62e-07,0.00047773152,5.62e-07,0.00081982836,5.62e-07,0.0018806598,5.62e-07,0.002615771
5.64e-07,0.00013003733,5.64e-07,0.00011264021,5.64e-07,0.00027931592,5.64e-07,0.00045631771,5.64e-07,0.00080951233,5.64e-07,0.0019044325,5.64e-07,0.0026276
5.66e-07,0.00012157466,5.66e-07,0.00011656326,5.66e-07,0.00027202989,5.66e-07,0.00042581375,5.66e-07,0.00079807965,5.66e-07,0.0019104882,5.66e-07,0.0025967411
5.68e-07,0.00012224315,5.68e-07,0.00010961339,5.68e-07,0.00027774408,5.68e-07,0.0003688476,5.68e-07,0.00080323796,5.68e-07,0.0018423066,5.68e-07,0.0025558155
5.7e-07,0.00010739683,5.7e-07,0.00010355989,5.7e-07,0.00026508147,5.7e-07,0.00038376515,5.7e-07,0.00074067485,5.7e-07,0.0018557698,5.7e-07,0.0026023255
5.72e-07,0.00011697608,5.72e-07,9.9071149e-05,5.72e-07,0.0002719195,5.72e-07,0.00036850953,5.72e-07,0.0007861919,5.72e-07,0.0018257132,5.72e-07,0.0025933608
5.74e-07,0.00011378047,5.74e-07,0.00011252993,5.74e-07,0.00027752385,5.74e-07,0.00040652367,5.74e-07,0.00080906448,5.74e-07,0.0018739358,5.74e-07,0.0025519216
5.76e-07,0.00011893741,5.76e-07,0.00011134714,5.76e-07,0.00030251898,5.76e-07,0.00048883521,5.76e-07,0.00083866657,5.76e-07,0.0018629418,5.76e-07,0.0025188585
5.78e-07,0.0001197823,5.78e-07,8.3209939e-05,5.78e-07,0.00029097265,5.78e-07,0.00045732435,5.78e-07,0.00087117916,5.78e-07,0.0018277343,5.78e-07,0.0025328188
5.8e-07,0.0001045319,5.8e-07,9.2686954e-05,5.8e-07,0.0002832383,5.8e-07,0.00044274487,5.8e-07,0.00079068088,5.8e-07,0.0018335618,5.8e-07,0.0025378885
5.82e-07,0.00012953054,5.82e-07,7.2057883e-05,5.82e-07,0.00024995068,5.82e-07,0.00043926912,5.82e-07,0.00076646399,5.82e-07,0.001878646,5.82e-07,0.0025698496
5.84e-07,0.00013418795,5.84e-07,8.1417333e-05,5.84e-07,0.0002571269,5.84e-07,0.00044117955,5.84e-07,0.00077968935,5.84e-07,0.0018638383,5.84e-07,0.0025743309
5.86e-07,0.00012179506,5.86e-07,9.6441021e-05,5.86e-07,0.00025342501,5.86e-07,0.00040193083,5.86e-07,0.00083081983,5.86e-07,0.0018254928,5.86e-07,0.0025204751
5.88e-07,0.00010582474,5.88e-07,8.5509375e-05,5.88e-07,0.00025510701,5.88e-07,0.00041785531,5.88e-07,0.00087409571,5.88e-07,0.0018160715,5.88e-07,0.0024857211
5.9e-07,0.00010442163,5.9e-07,5.7710149e-05,5.9e-07,0.00026295145,5.9e-07,0.00037344775,5.9e-07,0.00076713273,5.9e-07,0.0017662839,5.9e-07,0.0024661038
5.92e-07,0.00012504937,5.92e-07,0.00010064334,5.92e-07,0.00025331462,5.92e-07,0.00037120652,5.92e-07,0.00076601561,5.92e-07,0.0018079957,5.92e-07,0.0025003431
5.94e-07,0.00010559705,5.94e-07,9.3921168e-05,5.94e-07,0.00023202163,5.94e-07,0.00033049536,5.94e-07,0.00075210747,5.94e-07,0.0018362514,5.94e-07,0.0025082044
5.96e-07,9.4783667e-05,5.96e-07,9.6272168e-05,5.96e-07,0.00025645108,5.96e-07,0.00033543358,5.96e-07,0.00078283407,5.96e-07,0.0018568865,5.96e-07,0.0024902034
5.98e-07,0.0001006678,5.98e-07,9.358333e-05,5.98e-07,0.00026530901,5.98e-07,0.00036055109,5.98e-07,0.00079718337,5.98e-07,0.0018391686,5.98e-07,0.0024605196
6e-07,9.3321709e-05,6e-07,6.5328422e-05,6e-07,0.00025578254,6e-07,0.00032377147,6e-07,0.00082901987,6e-07,0.0018270581,6e-07,0.0024784473
6.02e-07,9.3608243e-05,6.02e-07,7.3123105e-05,6.02e-07,0.00022629988,6.02e-07,0.00036728228,6.02e-07,0.00080906448,6.02e-07,0.0017741327,6.02e-07,0.0024840315
6.04e-07,0.00010431149,6.04e-07,7.2843977e-05,6.04e-07,0.00023202163,6.04e-07,0.00035438559,6.04e-07,0.0007622026,6.04e-07,0.0017696423,6.04e-07,0.0024852066
6.06e-07,0.00012756906,6.06e-07,8.8705186e-05,6.06e-07,0.00025308711,6.06e-07,0.00039105504,6.06e-07,0.00072498084,6.06e-07,0.0018425342,6.06e-07,0.0024745539
6.08e-07,0.00010800647,6.08e-07,6.9251473e-05,6.08e-07,0.00025667885,6.08e-07,0.00034888898,6.08e-07,0.00073237967,6.08e-07,0.001839617,6.08e-07,0.0024588299
6.1e-07,0.00010111589,6.1e-07,7.3343515e-05,6.1e-07,0.00025387303,6.1e-07,0.00037165478,6.1e-07,0.00077520771,6.1e-07,0.0017851189,6.1e-07,0.0024594173
6.12e-07,0.00011574195,6.12e-07,7.6987446e-05,6.12e-07,0.00026205514,6.12e-07,0.00038600664,6.12e-07,0.00080166559,6.12e-07,0.0017743531,6.12e-07,0.0024447967
6.14e-07,0.00011619003,6.14e-07,8.4892265e-05,6.14e-07,0.00027640001,6.14e-07,0.00037849642,6.14e-07,0.00082364131,6.14e-07,0.0017449727,6.14e-07,0.0024560383
6.16e-07,0.0001119367,6.16e-07,8.2034436e-05,6.16e-07,0.00025208067,6.16e-07,0.00041224822,6.16e-07,0.00080592697,6.16e-07,0.0017238894,6.16e-07,0.0024212843
6.18e-07,0.00011181914,6.18e-07,8.7919092e-05,6.18e-07,0.00024670412,6.18e-07,0.00039015853,6.18e-07,0.00077834458,6.18e-07,0.0017505797,6.18e-07,0.0024061492
6.2e-07,0.00010644181,6.2e-07,0.0001160563,6.2e-07,0.00023537829,6.2e-07,0.00034765442,6.2e-07,0.00073551713,6.2e-07,0.0017788429,6.2e-07,0.0023708078
6.22e-07,0.00012241212,6.22e-07,0.00010501451,6.22e-07,0.00025219106,6.22e-07,0.00042693815,6.22e-07,0.00072071946,6.22e-07,0.0018028364,6.22e-07,0.0023522924
6.24e-07,8.5424683e-05,6.24e-07,9.5148098e-05,6.24e-07,0.00024143039,6.24e-07,0.00041931021,6.24e-07,0.00073888217,6.24e-07,0.0017952159,6.24e-07,0.0023411235
6.26e-07,0.00010016087,6.26e-07,9.4479561e-05,6.26e-07,0.00026788728,6.26e-07,0.00040742016,6.26e-07,0.00067318161,6.26e-07,0.0017543939,6.26e-07,0.0023719827
6.28e-07,8.9347486e-05,6.28e-07,8.4054744e-05,6.28e-07,0.00024939253,6.28e-07,0.00038106841,6.28e-07,0.00069761922,6.28e-07,0.0017597802,6.28e-07,0.0023445038
6.3e-07,0.00010733798,6.3e-07,8.4334017e-05,6.3e-07,0.00026486095,6.3e-07,0.00041762739,6.3e-07,0.00065793603,6.3e-07,0.0017052748,6.3e-07,0.0023281926
6.32e-07,0.00012818613,6.32e-07,0.00010697597,6.32e-07,0.00025476908,6.32e-07,0.00044992458,6.32e-07,0.00067811174,6.32e-07,0.0017443037,6.32e-07,0.0023187145
6.34e-07,0.0001296995,6.34e-07,0.00011364672,6.34e-07,0.00023616423,6.34e-07,0.00044084177,6.34e-07,0.0007321515,6.34e-07,0.0017292756,6.34e-07,0.0023405363
6.36e-07,0.00010285696,6.36e-07,0.00010680698,6.36e-07,0.00023369632,6.36e-07,0.00043377222,6.36e-07,0.00071443722,6.36e-07,0.001709089,6.36e-07,0.0023304706
6.38e-07,0.000102519,6.38e-07,0.00010860688,6.38e-07,0.00025555503,6.38e-07,0.0003908271,6.38e-07,0.00071959489,6.38e-07,0.0017084201,6.38e-07,0.0023483974
6.4e-07,0.00013149186,6.4e-07,0.00011908311,6.4e-07,0.00027920582,6.4e-07,0.00041123427,6.4e-07,0.00074628106,6.4e-07,0.0017514763,6.4e-07,0.0023411235
6.42e-07,0.00012801714,6.42e-07,0.00010030536,6.42e-07,0.00028357623,6.42e-07,0.00042939998,6.42e-07,0.00074135093,6.42e-07,0.001806202,6.42e-07,0.0023153343
6.44e-07,0.00012084746,6.44e-07,0.00011437396,6.44e-07,0.00026171751,6.44e-07,0.00046035214,6.44e-07,0.00079494278,6.44e-07,0.001749463,6.44e-07,0.0023517776
6.46e-07,0.00010352545,6.46e-07,0.00010008494,6.46e-07,0.00026261355,6.46e-07,0.00040316538,6.46e-07,0.0007700494,6.46e-07,0.0017557385,6.46e-07,0.0023522924
6.48e-07,0.0001126639,6.48e-07,8.685387e-05,6.48e-07,0.00025398316,6.48e-07,0.00043668956,6.48e-07,0.00078753609,6.48e-07,0.0017104334,6.48e-07,0.0023377445
6.5e-07,0.00011350137,6.5e-07,7.911789e-05,6.5e-07,0.00020097438,6.5e-07,0.00040753791,6.5e-07,0.00080816809,6.5e-07,0.0017335379,6.5e-07,0.0023506756
6.52e-07,0.00012936155,6.52e-07,0.0001026048,6.52e-07,0.00022629988,6.52e-07,0.00041695882,6.52e-07,0.00082633086,6.52e-07,0.0017869119,6.52e-07,0.0022990971
6.54e-07,0.00013451849,6.54e-07,9.9357698e-05,6.54e-07,0.00021453304,6.54e-07,0.00046651764,6.54e-07,0.00080682337,6.54e-07,0.0016969781,6.54e-07,0.0022990971
6.56e-07,0.00013418795,6.56e-07,0.00011023049,6.56e-07,0.000215767,6.56e-07,0.0004519379,6.56e-07,0.00076982181,6.56e-07,0.0017292756,6.56e-07,0.0022962312
6.58e-07,0.00014158532,6.58e-07,8.2034436e-05,6.58e-07,0.00022518332,6.58e-07,0.00051069731,6.58e-07,0.00076534011,6.58e-07,0.0017140274,6.58e-07,0.002303578
6.6e-07,0.00012061977,6.6e-07,6.2419298e-05,6.6e-07,0.00022069553,6.6e-07,0.00046965532,6.6e-07,0.00077027752,6.6e-07,0.0016835227,6.6e-07,0.0022816837
6.62e-07,0.00011888599,6.62e-07,7.0265414e-05,6.62e-07,0.00024624882,6.62e-07,0.00043164846,6.62e-07,0.00079045328,6.62e-07,0.0016689426,6.62e-07,0.0022643432
6.64e-07,0.00013743484,6.64e-07,7.3740215e-05,6.64e-07,0.00025308711,6.64e-07,0.00043074469,6.64e-07,0.00077542796,6.64e-07,0.001691599,6.64e-07,0.0022614775
6.66e-07,0.00013990312,6.66e-07,6.5894099e-05,6.66e-07,0.00025398316,6.66e-07,0.00043882089,6.66e-07,0.00078417832,6.66e-07,0.001691599,6.66e-07,0.0022850628
6.68e-07,0.00014029248,6.68e-07,9.862303e-05,6.68e-07,0.00025107453,6.68e-07,0.00040517896,6.68e-07,0.000763099,6.68e-07,0.0016267831,6.68e-07,0.0022435498
6.7e-07,0.00016910379,6.7e-07,9.2407827e-05,6.7e-07,0.00025353514,6.7e-07,0.00038410322,6.7e-07,0.00069224072,6.7e-07,0.0016153411,6.7e-07,0.0022413454
6.72e-07,0.00015452916,6.72e-07,9.2628245e-05,6.72e-07,0.00024053434,6.72e-07,0.00040304792,6.72e-07,0.00068663451,6.72e-07,0.0016048034,6.72e-07,0.0022340717
6.74e-07,0.00018317149,6.74e-07,7.8280369e-05,6.74e-07,0.00024973045,6.74e-07,0.0003570753,6.74e-07,0.00066219008,6.74e-07,0.0016090656,6.74e-07,0.002234586
6.76e-07,0.00017263721,6.76e-07,7.8221667e-05,6.76e-07,0.0002459182,6.76e-07,0.00034933721,6.76e-07,0.00069605419,6.76e-07,0.0015843958,6.76e-07,0.0022441382
6.78e-07,0.00015671832,6.78e-07,8.4782136e-05,6.78e-07,0.00022192948,6.78e-07,0.00038869609,6.78e-07,0.0007162299,6.78e-07,0.0015908994,6.78e-07,0.0022222425
6.8e-07,0.00013922733,6.8e-07,8.691258e-05,6.8e-07,0.00023639174,6.8e-07,0.00037647557,6.8e-07,0.00069672236,6.8e-07,0.0015904509,6.8e-07,0.0021729409
6.82e-07,0.00013312265,6.82e-07,9.8461329e-05,6.82e-07,0.00025824315,6.82e-07,0.00040114453,6.82e-07,0.00067833933,6.82e-07,0.0016092858,6.82e-07,0.0022317944
6.84e-07,0.00013121276,6.84e-07,7.8111523e-05,6.84e-07,0.00025454856,6.84e-07,0.00043052435,6.84e-07,0.00071959489,6.84e-07,0.0015868576,6.84e-07,0.0021880774
6.86e-07,0.00013905836,6.86e-07,8.6185333e-05,6.86e-07,0.00025353514,6.86e-07,0.00037468231,6.86e-07,0.00067318161,6.86e-07,0.0016016653,6.86e-07,0.0021808033
6.88e-07,0.00014208497,6.88e-07,8.4554427e-05,6.88e-07,0.00025163265,6.88e-07,0.00035920634,6.88e-07,0.0006747467,6.88e-07,0.001544698,6.88e-07,0.0021718389
6.9e-07,0.00012409434,6.9e-07,9.8343764e-05,6.9e-07,0.00024927486,6.9e-07,0.00030381285,6.9e-07,0.00069963949,6.9e-07,0.0015691395,6.9e-07,0.0022205531
6.92e-07,0.00010812403,6.92e-07,0.00011219209,6.92e-07,0.00025936699,6.92e-07,0.00034799246,6.92e-07,0.00074044667,6.92e-07,0.0015583737,6.92e-07,0.0021785253
6.94e-07,0.00011630759,6.94e-07,0.00010176727,6.94e-07,0.00025600303,6.94e-07,0.00035449574,6.94e-07,0.00071466481,6.94e-07,0.0015431254,6.94e-07,0.0021622877
6.96e-07,0.00010420122,6.96e-07,0.00010501451,6.96e-07,0.00025824315,6.96e-07,0.00038050971,6.96e-07,0.00073170359,6.96e-07,0.0015541188,6.96e-07,0.0022004209
6.98e-07,0.00011910639,6.98e-07,0.00010164971,6.98e-07,0.00026395763,6.98e-07,0.00031468863,6.98e-07,0.0007260975,6.98e-07,0.0015785609,6.98e-07,0.0021891794
7e-07,0.00011832034,7e-07,9.8461329e-05,7e-07,0.00023840435,7e-07,0.00029730925,7e-07,0.00075099029,7e-07,0.0015763193,7e-07,0.002212177
7.02e-07,0.0001283551,7.02e-07,0.00012541589,7.02e-07,0.00023773609,7.02e-07,0.00027824711,7.02e-07,0.00071466481,7.02e-07,0.0015218213,7.02e-07,0.0021735295
7.04e-07,0.00014074058,7.04e-07,0.00012788431,7.04e-07,0.0002249558,7.04e-07,0.00032590251,7.04e-07,0.00070456963,7.04e-07,0.0015227178,7.04e-07,0.0021897666
7.06e-07,0.00013070583,7.06e-07,0.00011773862,7.06e-07,0.00022506592,7.06e-07,0.00031098496,7.06e-07,0.00074560498,7.06e-07,0.0016130999,7.06e-07,0.0021959385
7.08e-07,0.00012616595,7.08e-07,9.9129866e-05,7.08e-07,0.00023863213,7.08e-07,0.00026658468,7.08e-07,0.00072969066,7.08e-07,0.0016256588,7.08e-07,0.0022071071
7.1e-07,0.00013199879,7.1e-07,8.124848e-05,7.1e-07,0.00025050881,7.1e-07,0.00022868099,7.1e-07,0.00070726598,7.1e-07,0.0015917959,7.1e-07,0.0021583932
7.12e-07,0.00012980963,7.12e-07,8.1307197e-05,7.12e-07,0.00023302779,7.12e-07,0.00027264003,7.12e-07,0.00068394549,7.12e-07,0.0015971749,7.12e-07,0.0021998324
7.14e-07,0.0001374937,7.14e-07,9.7447533e-05,7.14e-07,0.00023627434,7.14e-07,0.00034967528,7.14e-07,0.00067565031,7.14e-07,0.0015695881,7.14e-07,0.0021684596
7.16e-07,0.00012958924,7.16e-07,9.3245348e-05,7.16e-07,0.00023392383,7.16e-07,0.00042177929,7.16e-07,0.00068035285,7.16e-07,0.0015848437,7.16e-07,0.0021948365
7.18e-07,0.00010980625,7.18e-07,7.4408737e-05,7.18e-07,0.0002508467,7.18e-07,0.0003593165,7.18e-07,0.00068102888,7.18e-07,0.0016429285,7.18e-07,0.0021740431
