p1,,p2,,p3,,p4,,p5,,qa,,qb,,qc,,qd,,qe,,qf,,qg,,qh,,qi,,qj,
9.929,1.0092527,9.929,1.0046157,9.929,1.0046157,9.929,1.0023007,9.929,1.0023096,9.929,0.99311709,9.929,1.0023007,9.929,1.0046157,9.929,1.0023007,9.929,1.0023007,9.929,1.0046157,9.929,1,9.929,1.0023096,9.929,1.0023096,9.929,1.0046157
9.93,1.0069361,9.93,1.0023096,9.93,1.0023096,9.93,1.0023096,9.93,1.0023096,9.93,0.99540198,9.93,1.0046157,9.93,1.0023096,9.93,1.0023007,9.93,1.0023096,9.93,1.0023096,9.93,1.0023096,9.93,1.0023096,9.93,1.0023096,9.93,1.0023096
9.931,1.0115747,9.931,1,9.931,1.0023096,9.931,1.0023096,9.931,1,9.931,0.99311709,9.931,1.0023096,9.931,1.0023096,9.931,1.0023007,9.931,1.0023096,9.931,1.0023096,9.931,1.0023096,9.931,1.0046192,9.931,1,9.931,1.0023096
9.932,1.0092528,9.932,1,9.932,1,9.932,1.0023096,9.932,1,9.932,0.99311709,9.932,1.0023096,9.932,1.0023096,9.932,1.0023096,9.932,1.0023096,9.932,1.0023096,9.932,1.0023096,9.932,1,9.932,1,9.932,1
9.933,1.0069273,9.933,1,9.933,1,9.933,1.0023096,9.933,1,9.933,0.99540198,9.933,1.0023096,9.933,1,9.933,1.0046192,9.933,1.0023096,9.933,1,9.933,1,9.933,1.0023043,9.933,1,9.933,1
9.934,1.0069273,9.934,1,9.934,1.0023043,9.934,1,9.934,1.0023043,9.934,0.99540198,9.934,1,9.934,1,9.934,1.0023043,9.934,1,9.934,1.0023043,9.934,1,9.934,1.0023043,9.934,1,9.934,1.0023043
9.935,1.0092529,9.935,1.0023043,9.935,1.0023043,9.935,1,9.935,1.0023043,9.935,0.99540544,9.935,1.0023043,9.935,1,9.935,1.0023043,9.935,1,9.935,1,9.935,1,9.935,1.0023043,9.935,1.0023043,9.935,1.0023043
9.936,1.0092529,9.936,1.0023043,9.936,1.0046158,9.936,1.0023043,9.936,1,9.936,0.99540544,9.936,1.0023043,9.936,1.0023043,9.936,1.0023043,9.936,1.0023043,9.936,1.0023043,9.936,1.0023043,9.936,1.0046158,9.936,1.0023043,9.936,1.0023043
9.937,1.0092529,9.937,1,9.937,1.0023061,9.937,1.0023043,9.937,1.0023061,9.937,0.99312043,9.937,1.0023043,9.937,1.0023043,9.937,1.0023043,9.937,1.0023043,9.937,1.0046158,9.937,1.0023061,9.937,1.0023061,9.937,1,9.937,1.0023043
9.938,1.0092529,9.938,1.0023061,9.938,1.0023061,9.938,1,9.938,1.0023061,9.938,0.99540895,9.938,1.0023043,9.938,1.0023061,9.938,1.0023043,9.938,1,9.938,1.0046158,9.938,1.0023061,9.938,1,9.938,1.0023061,9.938,1.0023061
9.939,1.0069326,9.939,1.0023061,9.939,1.0023061,9.939,1,9.939,1,9.939,0.99540895,9.939,1.0023061,9.939,1,9.939,1,9.939,1,9.939,1,9.939,1.0023061,9.939,1,9.939,1.0023061,9.939,1.0023061
9.94,1.0092529,9.94,1.0023061,9.94,1,9.94,1.0023061,9.94,1,9.94,0.99540895,9.94,1.0023061,9.94,1.0023061,9.94,1,9.94,1.0023061,9.94,1.0023061,9.94,1.0023061,9.94,1,9.94,1.0023061,9.94,1.0023061
9.941,1.0092529,9.941,1,9.941,1.0023061,9.941,1,9.941,1,9.941,0.99540895,9.941,1.0023061,9.941,1,9.941,1.0023061,9.941,1,9.941,1.0023061,9.941,1.0023061,9.941,1.0023007,9.941,1,9.941,1.0023061
9.942,1.0092529,9.942,1,9.942,1.0023007,9.942,1,9.942,1.0023007,9.942,0.99540895,9.942,1,9.942,1,9.942,1.0023061,9.942,1,9.942,1,9.942,1.0023061,9.942,1.0023007,9.942,1,9.942,1
9.943,1.0069308,9.943,1.0023007,9.943,1.0023007,9.943,1,9.943,1.0023007,9.943,0.99311513,9.943,1.0023061,9.943,1,9.943,1,9.943,1,9.943,1.0046122,9.943,1,9.943,1.0023007,9.943,1,9.943,1
9.944,1.0069308,9.944,1.0023007,9.944,1.0023007,9.944,1,9.944,1,9.944,0.99311513,9.944,1,9.944,1,9.944,1.0023061,9.944,1,9.944,1.0023007,9.944,1,9.944,1.0023007,9.944,1,9.944,1
9.945,1.0069308,9.945,1.0023007,9.945,1.0023007,9.945,1,9.945,1.0023007,9.945,0.99311513,9.945,1,9.945,1.0023007,9.945,1.0023007,9.945,1,9.945,1,9.945,1.0023007,9.945,1.0046159,9.945,1,9.945,1
9.946,1.0092529,9.946,1.0023007,9.946,1.0023007,9.946,1,9.946,1.0023007,9.946,0.99540538,9.946,1,9.946,1.0023007,9.946,1.0023007,9.946,1,9.946,1.0023007,9.946,1.0023007,9.946,1.0023007,9.946,1,9.946,1.0023007
9.947,1.0092529,9.947,1.0023007,9.947,1.0023007,9.947,1.0023007,9.947,1.0023007,9.947,0.99311692,9.947,1.0023007,9.947,1.0023007,9.947,1.0023007,9.947,1.0023007,9.947,1.0023007,9.947,1,9.947,1.0023098,9.947,1.0023007,9.947,1.0023007
9.948,1.0092529,9.948,1.0046159,9.948,1,9.948,1.0023007,9.948,1.0046159,9.948,0.99311692,9.948,1.0023007,9.948,1.0023007,9.948,1.0023007,9.948,1.0023007,9.948,1.0046159,9.948,1,9.948,1.0046159,9.948,1,9.948,1
9.949,1.0092529,9.949,1.0023098,9.949,1.0023098,9.949,1,9.949,1,9.949,0.99540186,9.949,1.0023007,9.949,1.0023007,9.949,1.0023007,9.949,1,9.949,1.0023007,9.949,1,9.949,1,9.949,1,9.949,1.0023007
9.95,1.0069361,9.95,1.0023098,9.95,1,9.95,1,9.95,1.0023098,9.95,0.99540186,9.95,1.0023098,9.95,1.0023007,9.95,1.0023007,9.95,1,9.95,1,9.95,1.0023098,9.95,1.0023098,9.95,1,9.95,1
9.951,1.0092529,9.951,1.0023098,9.951,1,9.951,1,9.951,1.0023098,9.951,0.99540186,9.951,1.0023098,9.951,1,9.951,1.0023007,9.951,1,9.951,1,9.951,1,9.951,1,9.951,1,9.951,1
9.952,1.0069361,9.952,1.0023098,9.952,1.0023098,9.952,1,9.952,1,9.952,0.99311167,9.952,1.0046159,9.952,1,9.952,1.0023007,9.952,1,9.952,1,9.952,1.0023098,9.952,1,9.952,1,9.952,1
9.953,1.0069361,9.953,1.0023098,9.953,1.0023098,9.953,1,9.953,1.0023098,9.953,0.99540186,9.953,1.0023098,9.953,1.0023098,9.953,1,9.953,1,9.953,0.99769557,9.953,1.0023098,9.953,1,9.953,1.0023098,9.953,1.0023098
9.954,1.0069361,9.954,1.0023098,9.954,1,9.954,1,9.954,1,9.954,0.99311167,9.954,1.0023098,9.954,1.0023098,9.954,1,9.954,1,9.954,1,9.954,1,9.954,1.0023098,9.954,0.99769557,9.954,1.0023098
9.955,1.0069361,9.955,1.0023098,9.955,1,9.955,1,9.955,1,9.955,0.99311167,9.955,1.0023098,9.955,0.99769557,9.955,1,9.955,1,9.955,1,9.955,1.0023098,9.955,1,9.955,0.99769557,9.955,1
9.956,1.0069361,9.956,1.0023098,9.956,1,9.956,1,9.956,1,9.956,0.99311167,9.956,1.0023098,9.956,1.0023098,9.956,1,9.956,0.99769557,9.956,0.99769557,9.956,1.0023098,9.956,1.0023098,9.956,0.99769557,9.956,1
9.957,1.0092529,9.957,1,9.957,1,9.957,1.0023098,9.957,1,9.957,0.99311167,9.957,1.0023098,9.957,1.0023098,9.957,1,9.957,1,9.957,1.0023098,9.957,1.0023098,9.957,1.0023098,9.957,1,9.957,1
9.958,1.0069361,9.958,1,9.958,1,9.958,1,9.958,1,9.958,0.99311167,9.958,1.0023098,9.958,1.0023098,9.958,1,9.958,0.99769557,9.958,0.99769557,9.958,1.0023098,9.958,1,9.958,1,9.958,0.99769557
9.959,1.0046157,9.959,1,9.959,1,9.959,1,9.959,1,9.959,0.99311167,9.959,1.0023098,9.959,1.0023098,9.959,1,9.959,0.99769557,9.959,1,9.959,1.0023098,9.959,1,9.959,1.0023098,9.959,0.99769557
9.96,1.0069361,9.96,1,9.96,1,9.96,1,9.96,1,9.96,0.99311167,9.96,1.0023098,9.96,1.0023098,9.96,0.99769557,9.96,0.99769557,9.96,1,9.96,1.0023098,9.96,0.99769557,9.96,1,9.96,0.99769557
9.961,1.0046157,9.961,1,9.961,1,9.961,1,9.961,0.99769557,9.961,0.99311167,9.961,1,9.961,1,9.961,1,9.961,0.99769557,9.961,0.99769557,9.961,1,9.961,1,9.961,1,9.961,0.99769557
9.962,1.0069361,9.962,1,9.962,1,9.962,0.99769557,9.962,1,9.962,0.99311167,9.962,1,9.962,1.0023098,9.962,1,9.962,0.99769557,9.962,1,9.962,1.0023098,9.962,0.99769557,9.962,1,9.962,0.99769557
9.963,1.0046157,9.963,1,9.963,1,9.963,0.99769557,9.963,0.99769557,9.963,0.99311167,9.963,1.0023098,9.963,1,9.963,1,9.963,0.99769557,9.963,0.99769557,9.963,1.0023098,9.963,1,9.963,0.99769557,9.963,0.99769557
9.964,1.0046157,9.964,1,9.964,1,9.964,1,9.964,0.99769557,9.964,0.99311167,9.964,1,9.964,1,9.964,1,9.964,0.99540538,9.964,0.99769557,9.964,1,9.964,1,9.964,1,9.964,0.99540538
9.965,1.0046157,9.965,1,9.965,1,9.965,1,9.965,0.99769557,9.965,0.99311167,9.965,1.0023098,9.965,1,9.965,1,9.965,0.99540538,9.965,0.99769557,9.965,1.0023098,9.965,0.99769557,9.965,1,9.965,0.99540538
9.966,1.0046157,9.966,1,9.966,1,9.966,1,9.966,0.99540538,9.966,0.99311167,9.966,1.0023098,9.966,1,9.966,1,9.966,0.99540538,9.966,0.99540538,9.966,1.0023098,9.966,0.99769557,9.966,0.99769557,9.966,0.99540538
9.967,1.0046157,9.967,1,9.967,1,9.967,0.99769557,9.967,0.99769557,9.967,0.99311167,9.967,1,9.967,1,9.967,0.99770451,9.967,0.99540538,9.967,0.99540538,9.967,1,9.967,0.99769557,9.967,1,9.967,0.99770451
9.968,1.0069361,9.968,1,9.968,1,9.968,1.0023098,9.968,0.99540538,9.968,0.99311167,9.968,1.0023098,9.968,1,9.968,0.99770451,9.968,0.99770451,9.968,1,9.968,1.0023098,9.968,0.99769557,9.968,0.99769557,9.968,0.99540538
9.969,1.0023043,9.969,1,9.969,1,9.969,0.99769557,9.969,0.99540538,9.969,0.99311167,9.969,1,9.969,0.99769557,9.969,0.99770451,9.969,0.99540538,9.969,0.99540538,9.969,1.0023098,9.969,1,9.969,0.99769557,9.969,0.99540538
9.97,1.0046157,9.97,1,9.97,1,9.97,1,9.97,0.99769557,9.97,0.99311167,9.97,1.0023098,9.97,0.99769557,9.97,0.99770451,9.97,0.99770451,9.97,0.99770451,9.97,1.0023098,9.97,0.99540538,9.97,1,9.97,0.99770451
9.971,1.0046194,9.971,0.99769557,9.971,1,9.971,1,9.971,0.99540538,9.971,0.99083197,9.971,1,9.971,0.99769557,9.971,0.99770451,9.971,0.99770451,9.971,0.99540538,9.971,1.0023098,9.971,0.99769557,9.971,1,9.971,0.99770451
9.972,1.0046194,9.972,1,9.972,1,9.972,1,9.972,0.99540538,9.972,0.99311167,9.972,1.0023098,9.972,0.99770451,9.972,0.99770451,9.972,0.99770451,9.972,0.99540538,9.972,1,9.972,1,9.972,1,9.972,0.99770451
9.973,1.0046194,9.973,1,9.973,1,9.973,1,9.973,0.99770451,9.973,0.99083197,9.973,1.0023098,9.973,1,9.973,1,9.973,0.99770451,9.973,0.99770451,9.973,1,9.973,1,9.973,1,9.973,0.99770451
9.974,1.0046194,9.974,1,9.974,1,9.974,1,9.974,0.99540538,9.974,0.99311167,9.974,1,9.974,1,9.974,1,9.974,0.99770451,9.974,0.99540538,9.974,1,9.974,1,9.974,1,9.974,0.99770451
9.975,1.0046194,9.975,1.0023007,9.975,1,9.975,1,9.975,0.99770451,9.975,0.99083197,9.975,1.0023007,9.975,1,9.975,1,9.975,0.99770451,9.975,0.99770451,9.975,1,9.975,1,9.975,1,9.975,1
9.976,1.0069308,9.976,1.0023007,9.976,1,9.976,1,9.976,0.99770451,9.976,0.99311692,9.976,1.0023007,9.976,1,9.976,1,9.976,1,9.976,1,9.976,1,9.976,1,9.976,1.0023007,9.976,1
9.977,1.0069308,9.977,1.0023007,9.977,1.0023007,9.977,1,9.977,0.99770451,9.977,0.99311692,9.977,1,9.977,1,9.977,0.9976992,9.977,1,9.977,0.99770451,9.977,0.99770451,9.977,1,9.977,1.0023007,9.977,1
9.978,1.0069308,9.978,1,9.978,1,9.978,1,9.978,0.99770451,9.978,0.99311513,9.978,1,9.978,1,9.978,1,9.978,1,9.978,1,9.978,1,9.978,1.0023007,9.978,1,9.978,1
9.979,1.0069308,9.979,1,9.979,1,9.979,1,9.979,1,9.979,0.99083191,9.979,1,9.979,1,9.979,0.9976992,9.979,1,9.979,1,9.979,1,9.979,1,9.979,1,9.979,1
9.98,1.0069308,9.98,1,9.98,1,9.98,1,9.98,0.99770451,9.98,0.99311513,9.98,1,9.98,1,9.98,0.9976992,9.98,1,9.98,1,9.98,1.0023007,9.98,1,9.98,1,9.98,1
9.981,1.0069308,9.981,1,9.981,1,9.981,1,9.981,1,9.981,0.99311692,9.981,1,9.981,0.9976992,9.981,1,9.981,1,9.981,1,9.981,1,9.981,1.0023007,9.981,1,9.981,1
9.982,1.0046159,9.982,1,9.982,1,9.982,1,9.982,1,9.982,0.99311513,9.982,1,9.982,1,9.982,0.9976992,9.982,1,9.982,1,9.982,1.0023061,9.982,1,9.982,1,9.982,1
9.983,1.0069308,9.983,1,9.983,1,9.983,1,9.983,1,9.983,0.99311513,9.983,1.0023061,9.983,0.9976992,9.983,1,9.983,1,9.983,1,9.983,1.0023061,9.983,1,9.983,1,9.983,0.9976992
9.984,1.0092529,9.984,1.0023061,9.984,1,9.984,0.9976992,9.984,1,9.984,0.99540895,9.984,1,9.984,1,9.984,1,9.984,1,9.984,1,9.984,1.0023061,9.984,1,9.984,1,9.984,1
9.985,1.0069326,9.985,1.0023061,9.985,0.9976992,9.985,0.9976992,9.985,1,9.985,0.99540895,9.985,1,9.985,0.99770093,9.985,1,9.985,1,9.985,1,9.985,1.0023061,9.985,1,9.985,1.0023061,9.985,1.0023061
9.986,1.0069308,9.986,1.0023061,9.986,1,9.986,1,9.986,1,9.986,0.99540895,9.986,1,9.986,0.99770093,9.986,1,9.986,1.0023061,9.986,1.0023061,9.986,1.0023061,9.986,1,9.986,1.0023061,9.986,1
9.987,1.0069326,9.987,1,9.987,1,9.987,0.99770093,9.987,1.0023061,9.987,0.99312043,9.987,0.99770093,9.987,0.99770093,9.987,1,9.987,1.0023061,9.987,1.0023061,9.987,1,9.987,1.0023061,9.987,1,9.987,1
9.988,1.0069326,9.988,1,9.988,1,9.988,0.99770093,9.988,1,9.988,0.99083203,9.988,0.99770093,9.988,1,9.988,1.0023043,9.988,1,9.988,1,9.988,1.0023061,9.988,1.0023061,9.988,1,9.988,1
9.989,1.0069326,9.989,1,9.989,0.99770093,9.989,0.99770093,9.989,1,9.989,0.99312043,9.989,1,9.989,0.99770093,9.989,1.0023043,9.989,1,9.989,1,9.989,1,9.989,1.0023061,9.989,1.0023043,9.989,1
9.99,1.0092529,9.99,1.0023043,9.99,0.99770093,9.99,1,9.99,1.0046158,9.99,0.99083203,9.99,1,9.99,1,9.99,1.0023043,9.99,1.0023043,9.99,1.0023043,9.99,1,9.99,1.0023061,9.99,1.0023043,9.99,1.0023043
9.991,1.0092529,9.991,1,9.991,1,9.991,1,9.991,1.0023043,9.991,0.99083203,9.991,1,9.991,1,9.991,1.0023043,9.991,1.0023043,9.991,1.0023043,9.991,1.0023043,9.991,1.0023043,9.991,1,9.991,1.0023043
9.992,1.0092529,9.992,1,9.992,1,9.992,1,9.992,1,9.992,0.99083203,9.992,1,9.992,1,9.992,1.0023043,9.992,1.0023043,9.992,1.0023043,9.992,1,9.992,1.0046158,9.992,1,9.992,1.0023043
9.993,1.0092529,9.993,1,9.993,1,9.993,1,9.993,1.0023043,9.993,0.98855764,9.993,1,9.993,0.99769574,9.993,1.0023043,9.993,1,9.993,1.0023043,9.993,1,9.993,1.0023043,9.993,1,9.993,1.0023043
9.994,1.0092529,9.994,1,9.994,1,9.994,1,9.994,1,9.994,0.99083215,9.994,0.99769574,9.994,0.99769574,9.994,1.0023043,9.994,1,9.994,1,9.994,1,9.994,1.0023043,9.994,1,9.994,1
9.995,1.0092529,9.995,1,9.995,1,9.995,0.99769574,9.995,1.0023043,9.995,0.99083215,9.995,0.99769574,9.995,1,9.995,1.0023096,9.995,1,9.995,1.0023096,9.995,1.0023096,9.995,1.0023043,9.995,1,9.995,1
9.996,1.0092529,9.996,1,9.996,0.99769574,9.996,1,9.996,1,9.996,0.99083215,9.996,1.0023096,9.996,1,9.996,1.0023096,9.996,1.0023096,9.996,1.0023043,9.996,1.0023096,9.996,1,9.996,1,9.996,1.0023096
9.997,1.0092529,9.997,1,9.997,0.99769574,9.997,1,9.997,1,9.997,0.99311709,9.997,0.99769574,9.997,1,9.997,1.0023096,9.997,1.0023096,9.997,1,9.997,1.0023096,9.997,1.0023043,9.997,1.0023096,9.997,1.0023096
9.998,1.0092528,9.998,1,9.998,0.99540561,9.998,1,9.998,1,9.998,0.99311709,9.998,1,9.998,1,9.998,1.0023096,9.998,1.0023096,9.998,1.0023096,9.998,1.0023096,9.998,1,9.998,1,9.998,1.0023096
9.999,1.0092528,9.999,1,9.999,0.99540561,9.999,0.99770457,9.999,1,9.999,0.99311709,9.999,1.0023007,9.999,1,9.999,1,9.999,1.0023096,9.999,1,9.999,1.0023096,9.999,1,9.999,1.0023096,9.999,1.0023096
10,1.0046158,10,1,10,0.99770457,10,0.99770457,10,1.0023096,10,0.99311709,10,0.99770457,10,1,10,1,10,1.0023096,10,1.0023096,10,1,10,1.0023096,10,1,10,1.0023096
10.001,1.0115747,10.001,1,10.001,0.99770457,10.001,0.99770457,10.001,1.0023096,10.001,0.99083221,10.001,0.99770457,10.001,0.99770457,10.001,1.0023007,10.001,1.0023096,10.001,1.0023096,10.001,1,10.001,1.0023096,10.001,1.0023096,10.001,1.0023096
10.002,1.0092527,10.002,1.0023007,10.002,0.99770457,10.002,0.99770457,10.002,1.0023096,10.002,0.99083221,10.002,1,10.002,0.99770457,10.002,1.0023007,10.002,1.0023096,10.002,1,10.002,1.0023096,10.002,1.0023096,10.002,1.0023007,10.002,1.0023096
10.003,1.0069361,10.003,1.0023007,10.003,0.99770457,10.003,0.99769926,10.003,1.0023096,10.003,0.99083221,10.003,1,10.003,1,10.003,1.0023007,10.003,1.0046157,10.003,1.0046157,10.003,1.0023096,10.003,1.0046157,10.003,1.0023007,10.003,1.0046157
10.004,1.0092527,10.004,1,10.004,0.99769926,10.004,0.99769926,10.004,1.0046157,10.004,0.99083245,10.004,1,10.004,1,10.004,1.0046121,10.004,1.0046157,10.004,1.0046157,10.004,1,10.004,1.0046157,10.004,1.0023007,10.004,1.0046157
10.005,1.0092527,10.005,1,10.005,0.99769926,10.005,0.99769926,10.005,1,10.005,0.99311543,10.005,1.002306,10.005,1,10.005,1.0046121,10.005,1.0023007,10.005,1.0046157,10.005,1.0023007,10.005,1.0046157,10.005,1.0023007,10.005,1.0023007
10.006,1.0115801,10.006,1,10.006,0.99769926,10.006,1,10.006,1.0046157,10.006,0.98855448,10.006,0.99769926,10.006,1,10.006,1.0046121,10.006,1.0046121,10.006,1.0046121,10.006,1.0023007,10.006,1.0046157,10.006,1.0023007,10.006,1.0023007
10.007,1.0115801,10.007,1.002306,10.007,1,10.007,1,10.007,1.0023007,10.007,0.99083245,10.007,1.002306,10.007,1,10.007,1.0046121,10.007,1.0046121,10.007,1.0023007,10.007,1.0023007,10.007,1.0046157,10.007,1.0023007,10.007,1.0023007
10.008,1.0115801,10.008,1.002306,10.008,1,10.008,1,10.008,1.0023007,10.008,0.99083245,10.008,1,10.008,1,10.008,1.0046121,10.008,1.0046121,10.008,1.0023007,10.008,1.0046121,10.008,1.0046157,10.008,1,10.008,1.0023007
10.009,1.0115801,10.009,1.002306,10.009,1,10.009,1,10.009,1.0023007,10.009,0.99312085,10.009,1,10.009,1,10.009,1.0046121,10.009,1.0046121,10.009,1.0069323,10.009,1.002306,10.009,1.0046157,10.009,1,10.009,1.0023007
10.01,1.0115801,10.01,1.002306,10.01,1,10.01,1,10.01,1.0023007,10.01,0.99312085,10.01,1,10.01,1.002306,10.01,1.0069268,10.01,1.0046121,10.01,1.0046121,10.01,1.002306,10.01,1.0046121,10.01,1,10.01,1.0046121
10.011,1.0092527,10.011,1,10.011,1,10.011,1,10.011,1.0046121,10.011,0.99312085,10.011,1,10.011,1.002306,10.011,1.0069268,10.011,1.002306,10.011,1.0046121,10.011,1.002306,10.011,1.0046121,10.011,1.002306,10.011,1.0046121
10.012,1.0115801,10.012,1,10.012,1,10.012,1,10.012,1.0046121,10.012,0.99312085,10.012,1,10.012,1.0046154,10.012,1.0069268,10.012,1.002306,10.012,1.002306,10.012,1.002306,10.012,1.0046121,10.012,1.002306,10.012,1.002306
10.013,1.0115801,10.013,1,10.013,1,10.013,1.0023041,10.013,1,10.013,0.99312085,10.013,1.0023041,10.013,1.002306,10.013,1.0046154,10.013,1.0046154,10.013,1.002306,10.013,1.002306,10.013,1.002306,10.013,1.002306,10.013,1.002306
10.014,1.0115801,10.014,1.0023041,10.014,1,10.014,0.99770117,10.014,1.0046121,10.014,0.99312085,10.014,1,10.014,1.0046154,10.014,1.0046154,10.014,1.002306,10.014,1.0046154,10.014,1.002306,10.014,1.0046121,10.014,1.0046154,10.014,1.0046154
10.015,1.0115781,10.015,1,10.015,1.0023041,10.015,1,10.015,1.0046121,10.015,0.99312085,10.015,1.0023041,10.015,1.0046154,10.015,1.0046154,10.015,1.0046154,10.015,1.002306,10.015,1.002306,10.015,1.0046154,10.015,1.0046154,10.015,1.002306
10.016,1.0115781,10.016,1.0023041,10.016,1.0023041,10.016,1,10.016,1.002306,10.016,0.99540573,10.016,1.0023041,10.016,1.0046154,10.016,1.0069355,10.016,1.0046154,10.016,1.0046154,10.016,1.002306,10.016,1.0046154,10.016,1.002306,10.016,1.0046154
10.017,1.0115781,10.017,1.0023041,10.017,1.0023041,10.017,1,10.017,1.0046154,10.017,0.99540573,10.017,1.0023041,10.017,1.0046154,10.017,1.0069355,10.017,1.0046154,10.017,1.0023041,10.017,1.002306,10.017,1.0046121,10.017,1.0046154,10.017,1.0046154
10.018,1.0115781,10.018,1.0023041,10.018,1.0023041,10.018,1,10.018,1.002306,10.018,0.99540573,10.018,1.0023041,10.018,1.0046154,10.018,1.0046154,10.018,1.0046154,10.018,1.0046154,10.018,1.002306,10.018,1.0046154,10.018,1.002306,10.018,1.0046154
10.019,1.0115781,10.019,1,10.019,1.0023041,10.019,1.0046189,10.019,1.002306,10.019,0.99540573,10.019,1.0023041,10.019,1.0046154,10.019,1.0069355,10.019,1.0046189,10.019,1.0046154,10.019,1.002306,10.019,1.0046154,10.019,1.0046154,10.019,1.0046154
10.02,1.0115781,10.02,1,10.02,1.0023041,10.02,1,10.02,1.0046154,10.02,0.99540573,10.02,1.0023041,10.02,1.0046154,10.02,1.0069355,10.02,1.0046154,10.02,1.0046154,10.02,1.002306,10.02,1.0069268,10.02,1.0046154,10.02,1.0046154
10.021,1.0092523,10.021,1.0023041,10.021,1.0023041,10.021,1,10.021,1.0069268,10.021,0.99540573,10.021,1.0023041,10.021,1.0046154,10.021,1.0069355,10.021,1.0046154,10.021,1.0046154,10.021,1.0046154,10.021,1.0046154,10.021,1.0046154,10.021,1.0046154
10.022,1.0115781,10.022,1.0023041,10.022,1.0023041,10.022,1.0023094,10.022,1.0046154,10.022,0.99540573,10.022,1.0023041,10.022,1.0023041,10.022,1.0069355,10.022,1.0069355,10.022,1.0023041,10.022,1.0046154,10.022,1.0069268,10.022,1.0046154,10.022,1.0046154
10.023,1.0115781,10.023,1,10.023,1.0023041,10.023,1.0023094,10.023,1.0046154,10.023,0.99540573,10.023,1.0023041,10.023,1.0046154,10.023,1.0069355,10.023,1.0069355,10.023,1.0046154,10.023,1.0046154,10.023,1.0069268,10.023,1.0046154,10.023,1.0046154
10.024,1.0092523,10.024,1.0023094,10.024,1.0046189,10.024,1.0023094,10.024,1.0046154,10.024,0.99770117,10.024,1.0023041,10.024,1.0069355,10.024,1.0069355,10.024,1.0046189,10.024,1.0046154,10.024,1.0069355,10.024,1.0046154,10.024,1.0046154,10.024,1.0046154
10.025,1.0115832,10.025,1.0023094,10.025,1.0046189,10.025,1.0023094,10.025,1.0046154,10.025,0.99770117,10.025,1.0046189,10.025,1.0046154,10.025,1.0046189,10.025,1.0046189,10.025,1.0069355,10.025,1.0023041,10.025,1.0046154,10.025,1.0046154,10.025,1.0046154
10.026,1.0092523,10.026,1.0023094,10.026,1.0046189,10.026,1.0023094,10.026,1.0046154,10.026,0.99770117,10.026,1.0046189,10.026,1.0046189,10.026,1.0069355,10.026,1.0046189,10.026,1.0046189,10.026,1.0046189,10.026,1.0046154,10.026,1.0069355,10.026,1.0046154
10.027,1.0115832,10.027,1.0023094,10.027,1.0046189,10.027,1.0023094,10.027,1.0046154,10.027,0.99770117,10.027,1.0046189,10.027,1.0046189,10.027,1.0069355,10.027,1.0046189,10.027,1.0023041,10.027,1.0046189,10.027,1.0046154,10.027,1.0046189,10.027,1.0069355
10.028,1.0115832,10.028,1,10.028,1.0046189,10.028,1.0023094,10.028,1.0046189,10.028,0.99770117,10.028,1.0046189,10.028,1.0046189,10.028,1.0046189,10.028,1.0046189,10.028,1.0046189,10.028,1.0023094,10.028,1.0069355,10.028,1.0046189,10.028,1.0069355
10.029,1.0115832,10.029,1,10.029,1.0046189,10.029,1,10.029,1.0023041,10.029,0.99770117,10.029,1.0046189,10.029,1.0046189,10.029,1.0046189,10.029,1.0046189,10.029,1.0046189,10.029,1.0046189,10.029,1.0069355,10.029,1.0046189,10.029,1.0069355
10.03,1.0115832,10.03,1,10.03,1.0046189,10.03,1,10.03,1.0023041,10.03,0.99770117,10.03,1.0046189,10.03,1.0046189,10.03,1.0046189,10.03,1.0046189,10.03,1.0046189,10.03,1.0046189,10.03,1.0069355,10.03,1.0046189,10.03,1.0069355
10.031,1.0115832,10.031,1,10.031,1.0046189,10.031,1,10.031,1.0023041,10.031,0.9954024,10.031,1.0069298,10.031,1.0046189,10.031,1.0069298,10.031,1.0046189,10.031,1.0046189,10.031,1.0023094,10.031,1.0069355,10.031,1.0046189,10.031,1.0046189
10.032,1.0115832,10.032,1,10.032,1.0046189,10.032,1.0023094,10.032,1.0046189,10.032,0.9954024,10.032,1.0046189,10.032,1.0046189,10.032,1.0069298,10.032,1.0046189,10.032,1.0046189,10.032,1.0023094,10.032,1.0046154,10.032,1.0046189,10.032,1.0069355
10.033,1.0115832,10.033,1,10.033,1.0046189,10.033,1,10.033,1.0046189,10.033,0.99770117,10.033,1.0046151,10.033,1.0046189,10.033,1.0046189,10.033,1.0046189,10.033,1.0046189,10.033,1.0023094,10.033,1.0069355,10.033,1.0046189,10.033,1.0046189
10.034,1.0115832,10.034,1,10.034,1.0046189,10.034,1,10.034,1.0046189,10.034,0.9954024,10.034,1.0046151,10.034,1.0069298,10.034,1.0069298,10.034,1.0046189,10.034,1.0046189,10.034,1.0023094,10.034,1.0069355,10.034,1.0046189,10.034,1.0046189
10.035,1.0115832,10.035,1,10.035,1.0046189,10.035,1,10.035,1.0046189,10.035,0.99770117,10.035,1.0069298,10.035,1.0046189,10.035,1.0069298,10.035,1.0046189,10.035,1.0046189,10.035,1.0023094,10.035,1.0069355,10.035,1.0046189,10.035,1.0069355
