p1,,p2,,p3,,p4,,p5,,qa,,qb,,qc,,qd,,qe,,qf,,qg,,qh,,qi,,qj,
9.831,1.0162495,9.831,1.0092505,9.831,1.0069313,9.831,1.0069313,9.831,1.0092516,9.831,1,9.831,1.0069313,9.831,1.0069313,9.831,1.0092505,9.831,1.0069313,9.831,1.0092516,9.831,1.0092516,9.831,1.0092516,9.831,1.0092516,9.831,1.0092516
9.832,1.0162495,9.832,1.0092516,9.832,1.0092516,9.832,1.0069313,9.832,1.0069301,9.832,1,9.832,1.0092516,9.832,1.0046151,9.832,1.0092505,9.832,1.0069313,9.832,1.0092516,9.832,1.0069313,9.832,1.0092516,9.832,1.0069313,9.832,1.0092516
9.833,1.0162495,9.833,1.0092516,9.833,1.0092516,9.833,1.0069313,9.833,1.0092516,9.833,1,9.833,1.0092516,9.833,1.0092516,9.833,1.0092505,9.833,1.0092516,9.833,1.0092516,9.833,1.0092516,9.833,1.0092516,9.833,1.0092516,9.833,1.0069301
9.834,1.0162495,9.834,1.0092516,9.834,1.0092516,9.834,1.0092516,9.834,1.0092516,9.834,0.99770308,9.834,1.0069313,9.834,1.0069301,9.834,1.0115762,9.834,1.0092516,9.834,1.0069301,9.834,1.0069301,9.834,1.0092516,9.834,1.0092516,9.834,1.0069301
9.835,1.0162495,9.835,1.0092516,9.835,1.0092516,9.835,1.0069313,9.835,1.0092516,9.835,1,9.835,1.0092516,9.835,1.0069301,9.835,1.0092505,9.835,1.0092516,9.835,1.0092516,9.835,1.0069301,9.835,1.0092516,9.835,1.0092516,9.835,1.0069301
9.836,1.0162495,9.836,1.0092516,9.836,1.0092516,9.836,1.0092516,9.836,1.0069301,9.836,1,9.836,1.0092516,9.836,1.0046151,9.836,1.0115762,9.836,1.0092516,9.836,1.0092516,9.836,1.0069301,9.836,1.0069301,9.836,1.0069301,9.836,1.0069301
9.837,1.0162495,9.837,1.0092516,9.837,1.0069301,9.837,1.0069301,9.837,1.0069301,9.837,1,9.837,1.0092516,9.837,1.0069301,9.837,1.0092516,9.837,1.0069301,9.837,1.0069301,9.837,1.0092524,9.837,1.0092524,9.837,1.0092516,9.837,1.0069301
9.838,1.0162495,9.838,1.0092516,9.838,1.0069301,9.838,1.0069301,9.838,1.0069301,9.838,1,9.838,1.0092516,9.838,1.0069301,9.838,1.0092516,9.838,1.0069301,9.838,1.0092516,9.838,1.0069301,9.838,1.0069301,9.838,1.0069301,9.838,1.0069301
9.839,1.0162495,9.839,1.0069301,9.839,1.0069301,9.839,1.0069301,9.839,1.0069289,9.839,1,9.839,1.0092516,9.839,1.0069301,9.839,1.0069301,9.839,1.0069301,9.839,1.0069301,9.839,1.0069301,9.839,1.0092524,9.839,1.0069301,9.839,1.0069301
9.84,1.0162495,9.84,1.0069301,9.84,1.0069301,9.84,1.0069301,9.84,1.0069301,9.84,1,9.84,1.0092516,9.84,1.0069301,9.84,1.0092516,9.84,1.0069301,9.84,1.0046118,9.84,1.0092524,9.84,1.0092524,9.84,1.0069301,9.84,1.0092524
9.841,1.013912,9.841,1.0069301,9.841,1.0069301,9.841,1.0069301,9.841,1.0069301,9.841,0.99770093,9.841,1.0092516,9.841,1.0069301,9.841,1.0069301,9.841,1.0069301,9.841,1.0069301,9.841,1.0069301,9.841,1.0046118,9.841,1.0069301,9.841,1.0092524
9.842,1.013912,9.842,1.0069301,9.842,1.0069301,9.842,1.0069301,9.842,1.0092524,9.842,1,9.842,1.0092516,9.842,1.0069301,9.842,1.0069301,9.842,1.0069301,9.842,1.0046118,9.842,1.0092524,9.842,1.0069289,9.842,1.0069301,9.842,1.0092524
9.843,1.013912,9.843,1.0069301,9.843,1.0046118,9.843,1.0069301,9.843,1.0069301,9.843,0.99770093,9.843,1.0069301,9.843,1.0092524,9.843,1.0069301,9.843,1.0069301,9.843,1.0069301,9.843,1.0092524,9.843,1.0069301,9.843,1.0046118,9.843,1.0092524
9.844,1.013912,9.844,1.0046118,9.844,1.0069301,9.844,1.0046118,9.844,1.0069289,9.844,1,9.844,1.0069301,9.844,1.0069289,9.844,1.0092524,9.844,1.0046118,9.844,1.0069301,9.844,1.0092524,9.844,1.0046118,9.844,1.0046118,9.844,1.0092524
9.845,1.013912,9.845,1.0046118,9.845,1.0046118,9.845,1.0046118,9.845,1.0046118,9.845,0.99770093,9.845,1.0069301,9.845,1.0092524,9.845,1.0092524,9.845,1.0046118,9.845,1.0046118,9.845,1.0092524,9.845,1.0069289,9.845,1.0046118,9.845,1.0092524
9.846,1.0115777,9.846,1.0046118,9.846,1.0092524,9.846,1.0046118,9.846,1.0046118,9.846,0.99770093,9.846,1.0069301,9.846,1.0069289,9.846,1.0092524,9.846,1.0046118,9.846,1.0046118,9.846,1.0115823,9.846,1.0069289,9.846,1.0046118,9.846,1.0092524
9.847,1.0115777,9.847,1.0046118,9.847,1.0069289,9.847,1.0046118,9.847,1.004616,9.847,0.99770093,9.847,1.0069301,9.847,1.0069289,9.847,1.0069289,9.847,1.0046118,9.847,1.0069289,9.847,1.0092524,9.847,1.0069289,9.847,1.0046118,9.847,1.0092524
9.848,1.0115777,9.848,1.0046118,9.848,1.0069289,9.848,1.0046118,9.848,1.004616,9.848,0.99770093,9.848,1.0046118,9.848,1.0069289,9.848,1.0092524,9.848,1.0046118,9.848,1.0069289,9.848,1.0115823,9.848,1.004616,9.848,1.0023043,9.848,1.0069289
9.849,1.0139096,9.849,1.0069289,9.849,1.0069289,9.849,1.0046118,9.849,1.004616,9.849,1,9.849,1.0069289,9.849,1.0069289,9.849,1.0069289,9.849,1.0069289,9.849,1.0069289,9.849,1.0092533,9.849,1.0069351,9.849,1.0023043,9.849,1.0069289
9.85,1.0092542,9.85,1.0046118,9.85,1.0069289,9.85,1.0046118,9.85,1.0069351,9.85,0.99770093,9.85,1.0069289,9.85,1.004616,9.85,1.0092533,9.85,1.0069289,9.85,1.0092533,9.85,1.004616,9.85,1.004616,9.85,1.004616,9.85,1.004616
9.851,1.0115807,9.851,1.0069289,9.851,1.0069289,9.851,1.0069289,9.851,1.004616,9.851,0.99770093,9.851,1.0069289,9.851,1.0069289,9.851,1.0069289,9.851,1.0069289,9.851,1.004616,9.851,1.0069351,9.851,1.0069351,9.851,1.004616,9.851,1.004616
9.852,1.0115807,9.852,1.004616,9.852,1.0069351,9.852,1.0046118,9.852,1.0069351,9.852,0.99769896,9.852,1.004616,9.852,1.0069351,9.852,1.0092533,9.852,1.0069289,9.852,1.0069351,9.852,1.0069351,9.852,1.0069351,9.852,1.004616,9.852,1.004616
9.853,1.0115807,9.853,1.004616,9.853,1.0069351,9.853,1.004616,9.853,1.0069351,9.853,1,9.853,1.004616,9.853,1.0069351,9.853,1.0092533,9.853,1.004616,9.853,1.0069351,9.853,1.0069351,9.853,1.0069351,9.853,1.004616,9.853,1.004616
9.854,1.0139143,9.854,1.004616,9.854,1.004616,9.854,1.004616,9.854,1.004616,9.854,0.99769896,9.854,1.004616,9.854,1.0069351,9.854,1.0092533,9.854,1.004616,9.854,1.004616,9.854,1.0069351,9.854,1.0069351,9.854,1.004616,9.854,1.004616
9.855,1.0139143,9.855,1.004616,9.855,1.0069351,9.855,1.004616,9.855,1.0046201,9.855,0.99540114,9.855,1.004616,9.855,1.0069351,9.855,1.0069351,9.855,1.004616,9.855,1.0069351,9.855,1.0069351,9.855,1.0069351,9.855,1.0023063,9.855,1.004616
9.856,1.0139143,9.856,1.004616,9.856,1.0069351,9.856,1.004616,9.856,1.0046201,9.856,0.99769896,9.856,1.004616,9.856,1.0069351,9.856,1.0069351,9.856,1.004616,9.856,1.0046201,9.856,1.0069351,9.856,1.0046201,9.856,1.0023063,9.856,1.0069351
9.857,1.0139143,9.857,1.0023063,9.857,1.0069351,9.857,1.0023063,9.857,1.0046201,9.857,0.99540114,9.857,1.0069351,9.857,1.0069351,9.857,1.0069351,9.857,1.0023063,9.857,1.0046201,9.857,1.0069351,9.857,1.0092542,9.857,1.0023063,9.857,1.004616
9.858,1.0092549,9.858,1.0023063,9.858,1.0046201,9.858,1.0023063,9.858,1.0046201,9.858,0.99769688,9.858,1.004616,9.858,1.0046201,9.858,1.0069351,9.858,1.0023063,9.858,1.0092542,9.858,1.0069351,9.858,1.0046201,9.858,1.0023063,9.858,1.0046201
9.859,1.0139143,9.859,1.0046201,9.859,1.0046201,9.859,1.0023063,9.859,1.0046201,9.859,0.99540114,9.859,1.0069351,9.859,1.0046201,9.859,1.0069351,9.859,1.0046201,9.859,1.0046201,9.859,1.0069351,9.859,1.0046201,9.859,1.0023063,9.859,1.0046201
9.86,1.0115833,9.86,1.0046201,9.86,1.0046201,9.86,1.0023063,9.86,1.0046201,9.86,0.99769688,9.86,1.0069351,9.86,1.0046201,9.86,1.0069351,9.86,1.0046201,9.86,1.0046201,9.86,1.0046201,9.86,1.0069338,9.86,1.0023063,9.86,1.0046201
9.861,1.0115833,9.861,1.0023063,9.861,1.0046201,9.861,1.0023063,9.861,1.0046201,9.861,0.99769688,9.861,1.004616,9.861,1.0046201,9.861,1.0069351,9.861,1.0046201,9.861,1.0046201,9.861,1.0069351,9.861,1.0046201,9.861,1.0046201,9.861,1.0046201
9.862,1.0115833,9.862,1.0023063,9.862,1.0046201,9.862,1.0023063,9.862,1.0046201,9.862,0.99540114,9.862,1.0069351,9.862,1.0046201,9.862,1.0046201,9.862,1.0046201,9.862,1.0046201,9.862,1.0069351,9.862,1.0069338,9.862,1.0046201,9.862,1.0046201
9.863,1.0115833,9.863,1.0046201,9.863,1.0046201,9.863,1.0023063,9.863,1.0046201,9.863,0.99540114,9.863,1.0069351,9.863,1.0046201,9.863,1.0046201,9.863,1.0046201,9.863,1.0069338,9.863,1.0046201,9.863,1.0069338,9.863,1.0023063,9.863,1.0046201
9.864,1.0115833,9.864,1.0023063,9.864,1.0046201,9.864,1.0023063,9.864,1.0046201,9.864,0.99769688,9.864,1.0046201,9.864,1.0046201,9.864,1.0046201,9.864,1.0046201,9.864,1.0069338,9.864,1.0046201,9.864,1.0069338,9.864,1.0046201,9.864,1.0046201
9.865,1.0115833,9.865,1.0046201,9.865,1.0046201,9.865,1.0023063,9.865,1.0046201,9.865,0.99769688,9.865,1.0046201,9.865,1.0046201,9.865,1.0046201,9.865,1.0046201,9.865,1.0046201,9.865,1.0069351,9.865,1.0046201,9.865,1.0046201,9.865,1.0046201
9.866,1.0115833,9.866,1.0046201,9.866,1.0046201,9.866,1.0023063,9.866,1.0046201,9.866,1,9.866,1.0023063,9.866,1.0046201,9.866,1.0046201,9.866,1.0046201,9.866,1.0069338,9.866,1.0046201,9.866,1.0046201,9.866,1.0046201,9.866,1.0046201
9.867,1.0115833,9.867,1.0046201,9.867,1.0046201,9.867,1.0046201,9.867,1.0046201,9.867,0.99769688,9.867,1.0046201,9.867,1.0046201,9.867,1.0046201,9.867,1.0046201,9.867,1.0046201,9.867,1.0046201,9.867,1.0069338,9.867,1.0046201,9.867,1.0046201
9.868,1.0115833,9.868,1.0046201,9.868,1.0046201,9.868,1.0023063,9.868,1.0046201,9.868,0.99769688,9.868,1.0046201,9.868,1.0046201,9.868,1.0046201,9.868,1.0046201,9.868,1.0069338,9.868,1.0046201,9.868,1.0069338,9.868,1.0046201,9.868,1.0046201
9.869,1.0115833,9.869,1.0046201,9.869,1.0046201,9.869,1.0023063,9.869,1.0046201,9.869,1,9.869,1.0046201,9.869,1.0023084,9.869,1.0046201,9.869,1.0046201,9.869,1.0069338,9.869,1.0046201,9.869,1.0046201,9.869,1.0046201,9.869,1.0046201
9.87,1.0115833,9.87,1.0046201,9.87,1.0046201,9.87,1.0046201,9.87,1.0046201,9.87,0.99769688,9.87,1.0046201,9.87,1.0023084,9.87,1.0046201,9.87,1.0046201,9.87,1.0046201,9.87,1.0046201,9.87,1.0069338,9.87,1.0046201,9.87,1.0046201
9.871,1.0115833,9.871,1.0046201,9.871,1.0046201,9.871,1.0023063,9.871,1.0046201,9.871,0.99540436,9.871,1.0046201,9.871,1.0023084,9.871,1.0046201,9.871,1.0046201,9.871,1.0046201,9.871,1.0046201,9.871,1.0046201,9.871,1.0046201,9.871,1.0023084
9.872,1.0115833,9.872,1.0046201,9.872,1.0046201,9.872,1.0046201,9.872,1.0023084,9.872,1,9.872,1.0046201,9.872,1.0023084,9.872,1.0046201,9.872,1.0046201,9.872,1.0046201,9.872,1.0023084,9.872,1.0069338,9.872,1.0046201,9.872,1.0046169
9.873,1.0115833,9.873,1.0023084,9.873,1.0046201,9.873,1.0023063,9.873,1.0046201,9.873,0.99540436,9.873,1.0046201,9.873,1.0023084,9.873,1.0046201,9.873,1.0046201,9.873,1.0023084,9.873,1.0023084,9.873,1.0046169,9.873,1.0023084,9.873,1.0023084
9.874,1.0115833,9.874,1.0023084,9.874,1.0023084,9.874,1.0046201,9.874,1.0023084,9.874,0.99770218,9.874,1.0046201,9.874,1.0023084,9.874,1.0046201,9.874,1.0046201,9.874,1.0046169,9.874,1.0023084,9.874,1.0046169,9.874,1.0023084,9.874,1.0023084
9.875,1.0115833,9.875,1.0023084,9.875,1.0023084,9.875,1.0023084,9.875,1,9.875,0.99770218,9.875,1.0069338,9.875,1.0023084,9.875,1.0046201,9.875,1.0023084,9.875,1.0023084,9.875,1.0046169,9.875,1.0046169,9.875,1.0023084,9.875,1.0023084
9.876,1.0115833,9.876,1.0023084,9.876,1.0023084,9.876,1.0023084,9.876,1.0023084,9.876,0.99540436,9.876,1.0069338,9.876,1.0023031,9.876,1.0023084,9.876,1.0023084,9.876,1.0046169,9.876,1.0046169,9.876,1.0046169,9.876,1.0046169,9.876,1.0023084
9.877,1.0092556,9.877,1.0023084,9.877,1.0023084,9.877,1.0023084,9.877,1,9.877,0.99540764,9.877,1.0046169,9.877,1,9.877,1.0046201,9.877,1.0023084,9.877,1.0046169,9.877,1.0023031,9.877,1.0046169,9.877,1.0046169,9.877,1.0046169
9.878,1.0092556,9.878,1,9.878,1.0023084,9.878,1.0023084,9.878,1,9.878,0.99540764,9.878,1.0046169,9.878,1.0023031,9.878,1.0046169,9.878,1.0023084,9.878,1.0023031,9.878,1.0023031,9.878,1.0023031,9.878,1.0046169,9.878,1.0046169
9.879,1.0092556,9.879,1,9.879,1,9.879,1,9.879,1.0023031,9.879,0.99311507,9.879,1.0046169,9.879,1.0023031,9.879,1.0023084,9.879,1,9.879,1.0023031,9.879,1.0023031,9.879,1.0046169,9.879,1.0023031,9.879,1.0046169
9.88,1.0092556,9.88,1,9.88,1.0023031,9.88,1.0023084,9.88,1.0023031,9.88,0.99540764,9.88,1.0046169,9.88,1.0023031,9.88,1.0046169,9.88,1.0023084,9.88,1.0046169,9.88,1.0023031,9.88,1.0023031,9.88,1.0023031,9.88,1.0046169
9.881,1.0092489,9.881,1,9.881,1.0023031,9.881,1,9.881,1.0046135,9.881,0.99311656,9.881,1.0046169,9.881,1.0023031,9.881,1.0023031,9.881,1.0023031,9.881,1.0023031,9.881,1.0023031,9.881,1.0046135,9.881,1.0023031,9.881,1.0023031
9.882,1.0092489,9.882,1.0023031,9.882,1.0023031,9.882,1,9.882,1.0023031,9.882,0.99311656,9.882,1.0023031,9.882,1.0023031,9.882,1.0023031,9.882,1.0023031,9.882,1.0023031,9.882,1.0023031,9.882,1,9.882,1,9.882,1.0023031
9.883,1.0092489,9.883,1.0023031,9.883,1.0023031,9.883,1.0023031,9.883,1.0023052,9.883,0.99540764,9.883,1.0023031,9.883,1,9.883,1.0023031,9.883,1.0023031,9.883,1.0023031,9.883,1.0023031,9.883,1.0023052,9.883,1,9.883,1.0023031
9.884,1.0069299,9.884,1.0023031,9.884,1.0046135,9.884,1.0023031,9.884,1,9.884,0.99311656,9.884,1.0023031,9.884,1,9.884,1.0023031,9.884,1.0023031,9.884,1,9.884,1.0023052,9.884,1.0023052,9.884,1,9.884,1.0046135
9.885,1.0069299,9.885,1.0046135,9.885,1.0046135,9.885,1.0023031,9.885,1.0023052,9.885,0.99540377,9.885,1,9.885,1,9.885,1.0023031,9.885,1.0023031,9.885,1,9.885,1.0023031,9.885,1.0023052,9.885,1,9.885,1.0023052
9.886,1.0069299,9.886,1.0046135,9.886,1.0046135,9.886,1.0023031,9.886,1.0023052,9.886,0.99540377,9.886,1.0023031,9.886,1,9.886,1.0023031,9.886,1.0046135,9.886,1.0023052,9.886,1,9.886,1.0023052,9.886,1,9.886,1.0023052
9.887,1.0092568,9.887,1.0046135,9.887,1.0046135,9.887,1,9.887,1.0023052,9.887,0.99540377,9.887,1.0023052,9.887,1,9.887,1.0023031,9.887,1.0023052,9.887,1,9.887,1.0023052,9.887,1.0046175,9.887,1,9.887,1.0023052
9.888,1.0092568,9.888,1.0023052,9.888,1.0023052,9.888,1.0023031,9.888,1.0046175,9.888,0.99540377,9.888,1.0023052,9.888,1.0023052,9.888,1.0023031,9.888,1.0046135,9.888,1.0023052,9.888,1.0023052,9.888,1.0046175,9.888,1.0023052,9.888,1.0023052
9.889,1.0092568,9.889,1.0023052,9.889,1.0046175,9.889,1.0023052,9.889,1.0023052,9.889,0.99769837,9.889,1.0023052,9.889,1.0023052,9.889,1.0046135,9.889,1.0023052,9.889,1.0023052,9.889,1.0023052,9.889,1.0046175,9.889,1.0023052,9.889,1.0046175
9.89,1.0092568,9.89,1.0046175,9.89,1.0046175,9.89,1.0023052,9.89,1.0046175,9.89,0.99311787,9.89,1.0023052,9.89,1.0046175,9.89,1.0046135,9.89,1.0023052,9.89,1.0023052,9.89,1.0023052,9.89,1.0046175,9.89,1.0023052,9.89,1.0023052
9.891,1.0092568,9.891,1.0023069,9.891,1.0046175,9.891,1.0023052,9.891,1.0023069,9.891,0.99540716,9.891,1.0046175,9.891,1.0046175,9.891,1.0023052,9.891,1.0023052,9.891,1.0046175,9.891,1.0046175,9.891,1.0023069,9.891,1,9.891,1.0046175
9.892,1.0092568,9.892,1.0023069,9.892,1.0046175,9.892,1.0046175,9.892,1.0046175,9.892,0.99540716,9.892,1.0046175,9.892,1.0046175,9.892,1.0023052,9.892,1.0046175,9.892,1.0023069,9.892,1.0046175,9.892,1.0023069,9.892,1.0023069,9.892,1.0046175
9.893,1.0069357,9.893,1.0023069,9.893,1.0023069,9.893,1.0023069,9.893,1.0023069,9.893,0.99311209,9.893,1.0046175,9.893,1.0046175,9.893,1.0046175,9.893,1.0023069,9.893,1.0046175,9.893,1.0046175,9.893,1.0023069,9.893,1.0023069,9.893,1.0046175
9.894,1.0069357,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1,9.894,0.99540716,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1.0023069,9.894,1.0046175
9.895,1.0069357,9.895,1.0023069,9.895,1.0023069,9.895,1.0023069,9.895,1.0023069,9.895,0.99540716,9.895,1.0023069,9.895,1.0023069,9.895,1.0046175,9.895,1.0023069,9.895,1,9.895,1.004614,9.895,1,9.895,1,9.895,1.004614
9.896,1.0092573,9.896,1,9.896,1.0023069,9.896,1.0023069,9.896,1.004614,9.896,0.99311209,9.896,1.0023069,9.896,1.0023069,9.896,1.0023069,9.896,1.0023069,9.896,1.0023069,9.896,1.0023069,9.896,1,9.896,1,9.896,1.004614
9.897,1.0092573,9.897,1,9.897,1.0023018,9.897,1,9.897,1,9.897,0.99311209,9.897,1.0023069,9.897,1.0023018,9.897,1.0023069,9.897,1,9.897,1.004614,9.897,1.0023018,9.897,1.0023018,9.897,1,9.897,1.004614
9.898,1.0069343,9.898,1,9.898,1,9.898,1,9.898,1.0023018,9.898,0.99311209,9.898,1.0023069,9.898,1.0023018,9.898,1.0023018,9.898,1,9.898,1,9.898,1.0023018,9.898,1.0023018,9.898,1,9.898,1.0023018
9.899,1.0092506,9.899,1.0023018,9.899,1.0023018,9.899,1,9.899,1,9.899,0.99540317,9.899,1.0023069,9.899,1.0023018,9.899,1.0023018,9.899,1,9.899,1.0023018,9.899,1.0023018,9.899,1.004618,9.899,1.0023018,9.899,1.0023018
9.9,1.0092506,9.9,1.0023018,9.9,1.0023018,9.9,1,9.9,1,9.9,0.99311209,9.9,1.0023018,9.9,1,9.9,1.0023018,9.9,1.0023018,9.9,1,9.9,1.0023018,9.9,1.004618,9.9,1.0023018,9.9,1
9.901,1.0092506,9.901,1.0023018,9.901,1.004618,9.901,1.0023018,9.901,1.004618,9.901,0.99311346,9.901,1.0023018,9.901,1,9.901,1.0023018,9.901,1.0023018,9.901,1,9.901,1,9.901,1.002311,9.901,1.0023018,9.901,1
9.902,1.0092506,9.902,1.002311,9.902,1.002311,9.902,1,9.902,1.002311,9.902,0.99539936,9.902,1.0023018,9.902,1,9.902,1.0023018,9.902,1,9.902,1.002311,9.902,1,9.902,1.002311,9.902,1,9.902,1.002311
9.903,1.0115814,9.903,1.002311,9.903,1.002311,9.903,1,9.903,1,9.903,0.99539936,9.903,1.004618,9.903,1.002311,9.903,1.0023018,9.903,1.002311,9.903,1,9.903,1.002311,9.903,1.002311,9.903,1.002311,9.903,1.002311
9.904,1.0092583,9.904,1.002311,9.904,1.002311,9.904,1.002311,9.904,1.002311,9.904,0.99311483,9.904,1.002311,9.904,1,9.904,1.0023018,9.904,1.002311,9.904,1.002311,9.904,1.002311,9.904,1,9.904,1,9.904,1.002311
9.905,1.0092583,9.905,1.002311,9.905,1.002311,9.905,1.002311,9.905,1,9.905,0.99311483,9.905,1.002311,9.905,1,9.905,1.002311,9.905,1.002311,9.905,1.002311,9.905,1.0046219,9.905,1.0023056,9.905,1,9.905,1.0023056
9.906,1.0092583,9.906,1,9.906,1,9.906,1,9.906,1.0023056,9.906,0.99311483,9.906,1.002311,9.906,1.002311,9.906,1.002311,9.906,1,9.906,1,9.906,1.0023056,9.906,1,9.906,1,9.906,1.0046219
9.907,1.0092583,9.907,1,9.907,1.0023056,9.907,1,9.907,1.0023056,9.907,0.99311483,9.907,1.002311,9.907,1,9.907,1.0046219,9.907,1,9.907,1.0023056,9.907,1.0023056,9.907,1.0023056,9.907,1,9.907,1.0023056
9.908,1.0092515,9.908,1.0023056,9.908,1.0023056,9.908,1,9.908,1.0023056,9.908,0.99540991,9.908,1,9.908,1,9.908,1.0023056,9.908,1.0023056,9.908,1,9.908,1.0023056,9.908,1.0046113,9.908,1.0023056,9.908,1.0023056
9.909,1.0092515,9.909,1.0023056,9.909,1.0023056,9.909,1,9.909,1.0046113,9.909,0.99082661,9.909,1.0023056,9.909,1.0023056,9.909,1.0023056,9.909,1,9.909,1.0023056,9.909,1.0023056,9.909,1.0046113,9.909,1.0023056,9.909,1
9.91,1.0092515,9.91,1.0023056,9.91,1.0023004,9.91,1.0023056,9.91,1.0023004,9.91,0.99540615,9.91,1.0023056,9.91,1,9.91,1.0023056,9.91,1.0023056,9.91,1.0046113,9.91,1,9.91,1.0023004,9.91,1,9.91,1
9.911,1.0092515,9.911,1.0023004,9.911,1.0023004,9.911,1,9.911,1,9.911,0.99311638,9.911,1.0023056,9.911,1,9.911,1.0046113,9.911,1.0023004,9.911,1,9.911,1,9.911,1.0046151,9.911,1.0023004,9.911,1.0023004
9.912,1.0092515,9.912,1.0023004,9.912,1.0023004,9.912,1.0023004,9.912,1.0023004,9.912,0.99311638,9.912,1.0046113,9.912,1.0023004,9.912,1.0046113,9.912,1.0023004,9.912,1.0023004,9.912,1.0023094,9.912,1.0046151,9.912,1.0023004,9.912,1.0023004
9.913,1.0092518,9.913,1,9.913,1.0023004,9.913,1,9.913,1,9.913,0.99311787,9.913,1.0023004,9.913,1,9.913,1.0023004,9.913,1,9.913,1.0046151,9.913,1,9.913,1.0023094,9.913,1,9.913,1.0023094
9.914,1.0092518,9.914,1,9.914,1.0023094,9.914,1,9.914,1,9.914,0.99311787,9.914,1.0023004,9.914,1.0023094,9.914,1,9.914,1,9.914,1.0023094,9.914,1,9.914,1.0023094,9.914,1.0023094,9.914,1.0023094
9.915,1.0069355,9.915,1.0023094,9.915,1.0023094,9.915,1,9.915,1.0023094,9.915,0.99311787,9.915,1.0046151,9.915,1.0023094,9.915,1,9.915,1,9.915,1.0023094,9.915,1.0023094,9.915,1,9.915,1,9.915,1
9.916,1.0092522,9.916,1.0023094,9.916,1.0023094,9.916,1,9.916,1,9.916,0.99311787,9.916,1.0023094,9.916,1,9.916,1.0023094,9.916,1,9.916,1.0023094,9.916,1.0023094,9.916,1.0023041,9.916,1,9.916,1.0023094
9.917,1.0092522,9.917,1.0023094,9.917,1.0046189,9.917,1.0023094,9.917,1,9.917,0.99311787,9.917,1.0023094,9.917,1,9.917,1.0023094,9.917,1.0023094,9.917,1,9.917,1,9.917,1.0023041,9.917,1,9.917,1.0023094
9.918,1.0092523,9.918,1.0023094,9.918,1.0023041,9.918,1,9.918,1.0023041,9.918,0.99540573,9.918,1,9.918,1,9.918,1.0046189,9.918,1,9.918,1.0023041,9.918,1.0023041,9.918,1.0023041,9.918,1.0023041,9.918,1.0023041
9.919,1.0092523,9.919,1.0023041,9.919,1.0023041,9.919,1,9.919,1,9.919,0.99540573,9.919,1.0023041,9.919,1,9.919,1.0046189,9.919,1,9.919,1,9.919,1,9.919,1.0023041,9.919,1.0023041,9.919,1.0023041
9.92,1.0092523,9.92,1.0023041,9.92,1.0023041,9.92,1.0023041,9.92,1,9.92,0.99312085,9.92,1.0023041,9.92,1.0023041,9.92,1.0046189,9.92,1.0023041,9.92,1.0023041,9.92,1.002306,9.92,1.0046154,9.92,1.0023041,9.92,1.0023041
9.921,1.0092523,9.921,1,9.921,1,9.921,1.0023041,9.921,1,9.921,0.99312085,9.921,1.0023041,9.921,1.0023041,9.921,1.0023041,9.921,1.0023041,9.921,1.0023041,9.921,1.002306,9.921,1.002306,9.921,1.002306,9.921,1.002306
9.922,1.0092523,9.922,1,9.922,1,9.922,1,9.922,1,9.922,0.99312085,9.922,1.0023041,9.922,1.002306,9.922,1,9.922,1,9.922,1,9.922,1,9.922,1.002306,9.922,1.002306,9.922,1.002306
9.923,1.0092523,9.923,1.002306,9.923,1.002306,9.923,1,9.923,1.002306,9.923,0.99312085,9.923,1,9.923,1.002306,9.923,1,9.923,1,9.923,1,9.923,1.002306,9.923,1,9.923,1.002306,9.923,1.002306
9.924,1.0092527,9.924,1.002306,9.924,1.002306,9.924,1,9.924,1,9.924,0.99312085,9.924,1.002306,9.924,1,9.924,1.002306,9.924,1.002306,9.924,1,9.924,1.002306,9.924,1,9.924,1,9.924,1
9.925,1.0092527,9.925,1.002306,9.925,1.002306,9.925,1.002306,9.925,1.0023007,9.925,0.99540913,9.925,1.002306,9.925,1,9.925,1.002306,9.925,1.002306,9.925,1.002306,9.925,1.0023007,9.925,1.0023007,9.925,1,9.925,1
9.926,1.0092527,9.926,1.0046121,9.926,1.0023007,9.926,1.002306,9.926,1.0023007,9.926,0.99311543,9.926,1.002306,9.926,1,9.926,1.0046121,9.926,1.002306,9.926,1.0046121,9.926,1,9.926,1.0046157,9.926,1.0023007,9.926,1.0023007
9.927,1.0115801,9.927,1.0023007,9.927,1.0023007,9.927,1,9.927,1.0023007,9.927,0.99540561,9.927,1.002306,9.927,1.0023007,9.927,1.0046121,9.927,1.0023007,9.927,1.0023007,9.927,1.0023007,9.927,1.0046157,9.927,1.0023007,9.927,1.0046157
9.928,1.0115801,9.928,1.0023007,9.928,1,9.928,1.0023007,9.928,1.0023096,9.928,0.99540561,9.928,1.0023007,9.928,1.0023007,9.928,1.0046121,9.928,1.0023007,9.928,1.0023007,9.928,1.0023096,9.928,1.0046157,9.928,1.0023007,9.928,1.0023007
